id,input,output,subtype,human_sarcasm_removed_1,human_sarcasm_removed_2,human_flipped_strict,human_flipped_lenient,meaning_change,human_meaning_preserved,human_strict_success,hard_flipped_roberta_twitter,flip_delta_roberta_twitter,hard_flipped_bert_kaggle,flip_delta_bert_kaggle,hard_flipped_roberta_news,flip_delta_roberta_news,hard_flipped,inp_irony_score,out_irony_score,flip_delta,similarity,bleu,perplexity,edit_dist_raw,edit_dist_norm,paraphrase_score
12,"AIOps is so powerful, vendors are building tools to clean up after agents break your infrastructure","aiops is so powerful, vendors are building tools to clean up after agents break your infrastructure",sarcasm,0,0,0,0,0,1,0,0,-0.006968379020690918,0,0.0,0,-0.0013398528099060059,0,0.9748117327690125,0.9817801117897034,-0.006968379020690918,1.000000238418579,0.9306048591020997,317.36126708984375,1,0.0625,0.06939514089790033
13,Google presses play on 30-second Gemini musical slop generator,google presses play button on 30-second gemini musical slop generator,overstatement,0,0,0,0,0,1,0,0,-0.06469482183456421,0,-0.06849795579910278,1,0.16723310947418213,0,0.40866005420684814,0.47335487604141235,-0.06469482183456421,0.9286152124404907,0.1535259783865636,1707.250244140625,3,0.3,0.7860486534059178
14,Microsoft's Valentine's gift to admins: 6 exploited zero-day fixes,microsoft's valentine's day gift to admins: 6 exploited zero-day fixes,sarcasm,0,0,0,0,0,1,0,0,-0.014197051525115967,0,-0.000775456428527832,0,0.0036956071853637695,0,0.9267433881759644,0.9409404397010803,-0.014197051525115967,0.9947148561477661,0.6389431042462724,214.58863830566406,3,0.3,0.3591486581208281
15,"Microsoft actually does something useful, adds Sysmon to Windows",microsoft adds sysmon to windows,sarcasm,1,1,1,1,0,1,1,0,0.09402507543563843,0,-0.34409207105636597,0,0.14237862825393677,0,0.9818928241729736,0.8878677487373352,0.09402507543563843,0.8494486808776855,0.028709564316081952,2161.349853515625,7,0.7777777777777778,0.8250613793408167
16,"For once, Supermicro has dodged drama and just delivered datacenters",supermicro has delivered datacenters to datacenters in california,sarcasm,1,1,1,1,0,1,1,0,0.003990232944488525,0,-0.027618885040283203,1,0.10086113214492798,0,0.957955539226532,0.9539653062820435,0.003990232944488525,0.7081484794616699,0.05062667121584364,250.12081909179688,9,0.9,0.6722972792199644
17,"Firefox makes AI optional, like it probably should have been all along",fbi adds a new feature that makes AI optional,sarcasm,1,1,1,1,1,0,0,0,-0.09745973348617554,0,0.18333137035369873,0,0.11740636825561523,0,0.870129406452179,0.9675891399383545,-0.09745973348617554,0.582434892654419,0.03633684571584218,345.2404479980469,12,1.0,0.5612710458205122
18,Microsoft's 'atypical' emergency Windows patches are becoming awfully typical,microsoft's 'atypical' emergency windows patches are becoming more common,sarcasm,1,1,1,1,0,1,1,0,-0.02552694082260132,0,9.655952453613281e-06,1,0.09923303127288818,0,0.9459154605865479,0.9714424014091492,-0.02552694082260132,0.9827343225479126,0.14923729480049117,142.04681396484375,4,0.4444444444444444,0.8360737107432687
19,Experiment suggests AI chatbot would save insurance agents a whopping 3 minutes a day,experiment suggests AI chatbot could save insurance agents a lot of time,overstatement,1,1,1,1,1,0,0,0,0.011505663394927979,0,0.053303539752960205,0,0.03894996643066406,0,0.9594846367835999,0.9479789733886719,0.011505663394927979,0.9484014511108398,0.2595438849059675,278.40155029296875,7,0.5,0.7022496540390755
20,The Rule Of Law Joins America’s Dead Pets On The Rainbow Bridge,the rule of law joins america's dead pets on the rainbow bridge,overstatement,0,0,0,0,0,1,0,0,-0.5397010445594788,0,-0.00017029047012329102,0,0.23185014724731445,0,0.3438360095024109,0.8835370540618896,-0.5397010445594788,0.9968376159667969,0.0,457.60882568359375,12,1.0,0.9968376159667969
21,ABA Politely Tells President He Can’t Insult Judges Because He Lost Bigly,afb tells president he can't insult judges because he lost bigly,understatement,0,0,0,0,0,1,0,0,-0.21291345357894897,1,0.25670480728149414,0,0.07665449380874634,0,0.6862812638282776,0.8991947174072266,-0.21291345357894897,0.7854772806167603,0.0,509.2976989746094,12,1.0,0.7854772806167603
22,ICE Can Bust Into Houses Without Warrants Based On Memo So Cool And Legal They Keep It Hidden,ice can bust into houses without warrants,sarcasm,1,1,1,1,0,1,1,0,0.11109155416488647,0,0.28545111417770386,1,0.4367595911026001,0,0.9277429580688477,0.8166514039039612,0.11109155416488647,0.8437172770500183,0.0,823.9528198242188,18,1.0,0.8437172770500183
23,Trump Wants To Regulate AI On A National Basis — Because What Could Go Wrong There?,donald trump wants to regulate artificial intelligence on a national basis,rhetorical_question,1,1,1,1,0,1,1,0,-0.8099759221076965,0,0.0008450150489807129,0,0.1361408829689026,0,0.1383379101753235,0.94831383228302,-0.8099759221076965,0.840608537197113,0.0,124.48578643798828,16,1.0,0.840608537197113
24,Maybe That Whole ‘Vetting’ Thing Is Actually A Pretty Big Deal,maybe that whole 'vetting' thing is actually a pretty big deal,sarcasm,0,0,0,0,0,1,0,0,-0.19151854515075684,0,0.0027881860733032227,1,0.16604727506637573,0,0.6004817485809326,0.7920002937316895,-0.19151854515075684,0.994388222694397,0.0,26.724912643432617,11,1.0,0.994388222694397
25,Trump Defends Sacred Right To Starve Kids For Separation Of Powers,donald trump defends sacred right to starve kids for separation of powers,satire,0,0,0,0,0,1,0,0,-0.10056239366531372,1,0.468173623085022,0,0.09076601266860962,0,0.8638723492622375,0.9644347429275513,-0.10056239366531372,0.9805517196655273,0.0,689.6007080078125,12,1.0,0.9805517196655273
26,The 4th TikTok Delay Is The Charm!,the 4th TikTok delay,sarcasm,1,1,1,1,0,1,1,0,-0.12399476766586304,0,-0.006337761878967285,0,0.02800595760345459,0,0.7414292097091675,0.8654239773750305,-0.12399476766586304,0.8923302888870239,0.08025716728928957,9367.79296875,5,0.7142857142857143,0.820714387614518
27,Kash Patel Makes FBI Great Again By Getting It Sued,kash patel sued by fbi,sarcasm,1,1,1,1,1,0,0,0,0.3812769055366516,0,0.3244285583496094,1,0.38084447383880615,0,0.9053031802177429,0.5240262746810913,0.3812769055366516,0.905391275882721,0.0,2009.8155517578125,10,1.0,0.905391275882721
28,"Surprise, Surprise, The TikTok Ban Is Delayed A Third Time",the tiktok ban has been delayed for a third time,sarcasm,1,1,1,1,0,1,1,0,-0.07024276256561279,0,0.004852175712585449,0,0.07520520687103271,0,0.8216201066970825,0.8918628692626953,-0.07024276256561279,0.9477123618125916,0.0,112.68717956542969,10,1.0,0.9477123618125916
29,"ICE Arrests Newark Mayor For … Ummm, Body Slam?",ice arrests newark mayor for body slam,irony,1,1,1,1,0,1,1,0,-0.3499438166618347,0,-0.004135191440582275,0,0.23959511518478394,0,0.3441380262374878,0.6940818428993225,-0.3499438166618347,0.9186163544654846,0.0,2767.797119140625,9,1.0,0.9186163544654846
30,Trump Dumps Ed Martin In Favor Of ‘Shit Sandwich Senate Will Eat’,donald trump dumps ed martin in favor of 'shit sandwich sandwich',sarcasm,0,0,0,0,1,0,0,0,-0.2650352120399475,1,0.4942333698272705,0,0.12220817804336548,0,0.5150516033172607,0.7800868153572083,-0.2650352120399475,0.8518815636634827,0.0,790.3770751953125,12,1.0,0.8518815636634827
31,Even Alan Dershowitz Thinks Trump’s Latest Idea Is Unconstitutional,even alan dershowitz thinks donald trump's latest idea is unconstitutional,irony,0,0,0,0,0,1,0,0,-0.3624206781387329,0,0.004852890968322754,0,0.10404855012893677,0,0.4871116876602173,0.8495323657989502,-0.3624206781387329,0.9887641668319702,0.0,369.1168518066406,10,1.0,0.9887641668319702
32,"Perhaps The Greatest Stock Market Correction Ever, Truly Terrific, Remember To Thank Your FAVORITE PRESIDENT!",maybe the greatest stock market correction ever,sarcasm,1,1,1,1,0,1,1,0,-0.8094817996025085,0,-0.01985466480255127,1,0.32732129096984863,0,0.12493187189102173,0.9344136714935303,-0.8094817996025085,0.7018406391143799,0.0,149.6464385986328,15,1.0,0.7018406391143799
33,Pam Bondi’s Brother And Ed Martin’s Assistant Running To Lead D.C. Bar… No Way This Is A Bad Idea!,pam bondi's brother and ed martin's assistant running to lead d.c. bar,sarcasm,1,1,1,1,0,1,1,0,-0.534983217716217,0,0.2219606637954712,0,0.0067618489265441895,0,0.2601006031036377,0.7950838208198547,-0.534983217716217,0.8685638904571533,0.0,521.623779296875,19,1.0,0.8685638904571533
34,God squad' waives animal protections to expand oil drilling in Gulf of Mexico,'god squad' waives animal protections to expand oil drilling in gulf of mexico,satire,0,0,0,0,0,1,0,0,0.054707229137420654,0,0.026899516582489014,0,0.0259932279586792,0,0.9068069458007812,0.8520997166633606,0.054707229137420654,0.9911282658576965,0.6652049901111008,757.1304931640625,3,0.23076923076923078,0.331824797568995
35,Fewer heat-related deaths in 2025; warmest summer ever packing less heat?,fewer heat-related deaths than deaths in 2025,rhetorical_question,1,1,1,1,0,1,1,0,-0.44068777561187744,0,-0.12424719333648682,1,0.14160197973251343,0,0.2171674370765686,0.657855212688446,-0.44068777561187744,0.8800901770591736,0.05191581972608901,146.0848388671875,9,0.8181818181818182,0.8343995740842677
36,Comedians tell ministers lack of funding is no laughing matter,comedians tell ministers lack of funding is no laughing matter,irony,0,0,0,0,0,1,0,0,0.009900689125061035,0,0.0,0,0.03079777956008911,0,0.9758601188659668,0.9659594297409058,0.009900689125061035,1.0000001192092896,0.8801117367933934,698.3126220703125,1,0.1,0.11988826320660662
37,"Meta knowingly harmed children's mental health, US jury finally decides in landmark ruling",u.s. jury finds meta harmed children's mental health,sarcasm,1,1,1,1,0,1,1,0,0.032273709774017334,0,0.027579426765441895,0,0.2143682837486267,0,0.8425043821334839,0.8102306723594666,0.032273709774017334,0.8489089012145996,0.07906988827190935,411.553466796875,12,0.9230769230769231,0.781785769242532
38,"Trump’s FBI Pick Has Some, Erm, Interesting Entries On His Resume",donald trump's fbi pick has some interesting entries on his resume,irony,1,1,1,1,0,1,1,0,-0.4214118719100952,0,0.03948336839675903,0,0.18661653995513916,0,0.5143700242042542,0.9357818961143494,-0.4214118719100952,0.9733744859695435,0.0,326.5263977050781,11,1.0,0.9733744859695435
39,Alina Habba Did What She Does Best (Lie),alina habba did what she does best,sarcasm,1,1,1,1,1,0,0,0,-0.5944563150405884,0,-0.015135049819946289,0,0.06061965227127075,0,0.28532493114471436,0.8797812461853027,-0.5944563150405884,0.9137172698974609,0.0,170.68936157226562,8,1.0,0.9137172698974609
40,"New year, new bug – rivalry between devs led to a deep-code disaster","new year, new bug",understatement,0,0,0,0,1,0,0,1,0.5139936804771423,0,-0.7527482509613037,1,0.2038152813911438,1,0.7545777559280396,0.24058407545089722,0.5139936804771423,0.5077078938484192,0.041910459064397936,900.1949462890625,10,0.7692307692307693,0.4864296229466133
41,Microsoft puts the 'why?' in Wi-Fi with latest Windows patch,microsoft puts the 'why?' in wi-fi with latest windows patch,sarcasm,0,0,0,0,0,1,0,0,-0.09322583675384521,0,0.0,1,0.10813575983047485,0,0.6362972259521484,0.7295230627059937,-0.09322583675384521,1.0,0.32466791547509893,580.5910034179688,3,0.3,0.6753320845249011
42,End of Windows 10 support is the perfect time for the Windows 11 installer to fail,the end of windows 10 support is the perfect time for the windows 11 installer to fail,sarcasm,0,0,0,0,0,1,0,0,0.05019456148147583,0,0.002476930618286133,0,0.023116111755371094,0,0.9589446187019348,0.908750057220459,0.05019456148147583,0.9855762720108032,0.5749089871602278,102.2605972290039,4,0.23529411764705882,0.4189596156999192
43,PLACEHOLDER ONLY Someone please write witty headline here,PLACEHOLDER: if someone wrote a witty headline here,irony,0,0,0,0,1,0,0,0,0.0012347698211669922,0,0.3609251379966736,0,-0.0027132630348205566,0,0.24185454845428467,0.24061977863311768,0.0012347698211669922,0.8427044153213501,0.1374708101760565,227.77549743652344,5,0.625,0.7268571566081842
44,"Caffeine pouch craze: A teenage trend, unsurprisingly, troubling some experts",caffeine pouch craze is growing among teenagers,sarcasm,1,1,1,1,0,1,1,0,-0.1692485213279724,0,0.0018218755722045898,1,0.2733018398284912,0,0.7418632507324219,0.9111117720603943,-0.1692485213279724,0.9469892978668213,0.02151810250197126,583.840576171875,9,0.9,0.9266118850870532
45,Union and government to restart talks on ending doctor dispute (again),union and government to resume talks on ending doctor's doctor dispute,irony,1,1,1,1,0,1,1,0,-0.1349002718925476,0,-0.09134364128112793,0,-0.1993042230606079,0,0.7395278811454773,0.8744281530380249,-0.1349002718925476,0.9426950216293335,0.17827531042796255,332.1565246582031,4,0.36363636363636365,0.7746357740094693
46,"Nasa's mega Moon rocket arrives at launch pad for Artemis II mission, hopefully to launch",nasa's mega moon rocket arrives at launch pad for artemis II mission,irony,1,1,1,1,0,1,1,0,-0.21159809827804565,0,-0.14208906888961792,0,-0.038624465465545654,0,0.6804836988449097,0.8920817971229553,-0.21159809827804565,0.9746044278144836,0.34916650730713383,688.1163330078125,7,0.4666666666666667,0.6343052037484328
47,Can plastic-eating fungi help clean up nappy waste? We sure hope so.,can plastic-eating fungi help clean up nappy waste?,understatement,1,1,1,1,0,1,1,1,0.32639217376708984,0,-0.033738672733306885,1,0.1748242974281311,1,0.7339944243431091,0.4076022505760193,0.32639217376708984,0.989650547504425,0.510029457493824,411.5805358886719,5,0.4166666666666667,0.48489961565227724
48,"COP30: Trump and many leaders are skipping it, so does it matter?",COP30: donald trump and many leaders are skipping it,rhetorical_question,1,1,1,1,0,1,1,0,-0.5988675355911255,0,0.01602381467819214,0,0.009054839611053467,0,0.2393566370010376,0.8382241725921631,-0.5988675355911255,0.8996409177780151,0.3478700554542393,1024.8094482421875,6,0.5,0.5866827818216742
49,Labour wants to shake up the police – because that always works perfectly,labour wants to shake up the police force,sarcasm,1,1,1,1,0,1,1,0,0.07534438371658325,0,0.002146780490875244,1,0.19017070531845093,0,0.9885559678077698,0.9132115840911865,0.07534438371658325,0.8921118974685669,0.3641784587358345,81.32563781738281,7,0.5384615384615384,0.5672239616285634
50,Nasa announces change to its Moon landing plans - again,nasa announces change to lunar landing plans,irony,1,1,1,1,0,1,1,0,0.06305128335952759,0,-0.19246888160705566,1,0.09874093532562256,0,0.8698269128799438,0.8067756295204163,0.06305128335952759,0.9574579000473022,0.13391424795650433,568.093017578125,5,0.5,0.8292406454124539
51,Is fuel support really going to the right places for once?,fuel support isn't going to the right places,sarcasm,1,1,1,1,0,1,1,0,0.01203697919845581,0,0.0028107166290283203,0,0.010949015617370605,0,0.4729474186897278,0.460910439491272,0.01203697919845581,0.8601062297821045,0.40866465020165643,64.91362762451172,4,0.36363636363636365,0.5086112182519352
52,"Finally, the clitoris is getting the attention it deserves",clitoris gets the attention it deserves,irony,1,1,1,1,0,1,1,0,0.0313568115234375,0,-0.6320348381996155,0,-0.0005109906196594238,0,0.9646286964416504,0.9332718849182129,0.0313568115234375,0.9205113649368286,0.3258798048281462,195.408935546875,4,0.4444444444444444,0.6205353009891245
53,Why is gaming becoming so expensive? The answer is found in AI... again,why is gaming becoming so expensive?,sarcasm,1,1,1,1,0,1,1,1,0.2368154525756836,0,-0.0012723803520202637,0,0.026153564453125,1,0.5854859948158264,0.3486705422401428,0.2368154525756836,0.857089638710022,0.23661528215726477,95.7791976928711,8,0.6153846153846154,0.654289132012582
54,Milan Protesters Rally Against an Environmentally and Economically “Totally Sustainable” Winter Olympics,milan protesters rally against environmentally and economically sustainable winter olympics,sarcasm,0,0,0,0,1,0,0,0,-0.07715845108032227,0,-0.01534581184387207,0,0.1450585126876831,0,0.890334963798523,0.9674934148788452,-0.07715845108032227,0.9889471530914307,0.01727959142950042,526.8662719726562,11,0.9166666666666666,0.9718585503406432
55,Just a Reminder: Racism is not rivalry. It is a crime,just a reminder: racism is not rivalry,sarcasm,0,0,0,0,0,1,0,0,-0.11868691444396973,0,-0.0014238357543945312,1,0.1933373212814331,0,0.3673588037490845,0.4860457181930542,-0.11868691444396973,0.9306995868682861,0.04365582670262632,301.14776611328125,8,0.7272727272727273,0.8900691269917583
56,"In a Shocking Twist, an Italian Court Says Netflix Can’t Just Raise Prices However It Wants—and Orders Refunds",italian court rules Netflix can't raise its prices however it wants,sarcasm,1,1,1,1,0,1,1,0,-0.4920164942741394,0,-0.11243045330047607,0,0.11752933263778687,0,0.3449915051460266,0.837007999420166,-0.4920164942741394,0.900662899017334,0.009975840318370089,222.59703063964844,17,0.9444444444444444,0.8916780297560568
57,"SpaceX delays next Starship test launch by a month, because of course it does, Musk says",spacex delays next starship launch launch by a month,sarcasm,1,1,1,1,0,1,1,0,0.12559443712234497,0,-0.4730464220046997,0,0.12246376276016235,0,0.9138021469116211,0.7882077097892761,0.12559443712234497,0.827583909034729,0.06856346714060817,1987.4635009765625,11,0.6875,0.7708418868815303
58,How to survive relatives when they ask personal questions you don't want to answer,how to survive when relatives ask personal questions you don't want to answer,overstatement,0,0,0,0,0,1,0,0,0.011544883251190186,0,0.00015103816986083984,0,0.001827836036682129,0,0.3099973797798157,0.2984524965286255,0.011544883251190186,0.9891993999481201,0.5926680740592497,63.39886474609375,3,0.21428571428571427,0.4029324967203023
59,"Rising fuel costs drives changes in driving lessons, surprising none",rising fuel costs drive changes in driving lessons,sarcasm,1,1,1,1,0,1,1,0,-0.010348916053771973,0,0.1647024154663086,1,0.1854994297027588,0,0.909458339214325,0.9198072552680969,-0.010348916053771973,0.9679861068725586,0.1346238089016021,898.3707885742188,5,0.5,0.8376721302015415
60,"Faced with new energy shock, Europe finally asks if reviving nuclear is the answer","confronted with new energy shock, europe asks if reviving nuclear power is the answer",sarcasm,1,1,1,1,0,1,1,0,-0.028183460235595703,0,0.0009698867797851562,0,-0.023707568645477295,0,0.8146646022796631,0.8428480625152588,-0.028183460235595703,0.9642553329467773,0.43748114312246444,189.51951599121094,4,0.2857142857142857,0.5424118076272887
61,"Claude Code users hitting usage limits 'way faster than expected', expectedly",machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj,sarcasm,0,0,0,0,1,0,0,1,0.7690921425819397,0,-0.30226463079452515,0,-0.11110526323318481,1,0.8863037824630737,0.11721163988113403,0.7690921425819397,0.0664038434624672,0.0,1.425406575202942,256,1.0,0.0664038434624672
62,Thousands lose their jobs in unseen deep cuts at tech giant Oracle,thousands lose jobs amid cuts at tech giant oracle,irony,1,1,1,1,0,1,1,0,-0.007609188556671143,0,0.35214942693710327,0,-0.05922752618789673,0,0.9254046678543091,0.9330138564109802,-0.007609188556671143,0.8963831067085266,0.236682065782701,1307.9915771484375,6,0.5,0.6842253012800372
63,What could six fictional voters teach us about how social media really works? Subscrible to find out,what six fictional voters can teach us about social media,sarcasm,1,1,1,1,0,1,1,0,-0.7287892699241638,0,0.004841208457946777,0,0.05868995189666748,0,0.0861361026763916,0.8149253726005554,-0.7287892699241638,0.9384908080101013,0.09911941388682138,349.7697448730469,10,0.5882352941176471,0.8454681491819707
64,"First stop, the Moon. Next stop, Mars? Why Nasa's mission (probably) matters","first stop: moon, next stop: mars",sarcasm,1,1,1,1,0,1,1,0,0.14239782094955444,0,-0.07913720607757568,1,0.17845815420150757,0,0.24189072847366333,0.09949290752410889,0.14239782094955444,0.8234445452690125,0.0,170.93966674804688,12,1.0,0.8234445452690125
65,Who knew Lord Sugar is a table tennis fan? Not us,who knew lord sugar is a table tennis fan?,sarcasm,1,1,1,1,0,1,1,1,0.14476269483566284,0,-0.034586310386657715,0,0.04601144790649414,1,0.5855432748794556,0.4407805800437927,0.14476269483566284,0.9576270580291748,0.3740548510898886,1207.495849609375,5,0.45454545454545453,0.5994220114384237
