id,input,output,subtype,human_sarcasm_removed_1,human_sarcasm_removed_2,human_flipped_strict,human_flipped_lenient,meaning_change,human_meaning_preserved,human_strict_success,hard_flipped_roberta_twitter,flip_delta_roberta_twitter,hard_flipped_bert_kaggle,flip_delta_bert_kaggle,hard_flipped_roberta_news,flip_delta_roberta_news,hard_flipped,inp_irony_score,out_irony_score,flip_delta,similarity,bleu,perplexity,edit_dist_raw,edit_dist_norm,paraphrase_score
17,"Firefox makes AI optional, like it probably should have been all along",fbi makes AI optional for users,sarcasm,1,1,1,1,1,0,0,0,-0.011141061782836914,0,-0.10328704118728638,0,0.1288016438484192,0,0.870129406452179,0.8812704682350159,-0.011141061782836914,0.5950906276702881,0.031760504460270234,2517.070556640625,10,0.8333333333333334,0.5761902491359009
18,Microsoft's 'atypical' emergency Windows patches are becoming awfully typical,microsoft's 'atypical' emergency windows patches are becoming increasingly common,sarcasm,1,1,1,1,0,1,1,0,-0.020450711250305176,0,0.00013172626495361328,1,0.11609417200088501,0,0.9459154605865479,0.966366171836853,-0.020450711250305176,0.9821580648422241,0.14923729480049117,152.1100616455078,4,0.4444444444444444,0.8355834521786851
19,Experiment suggests AI chatbot would save insurance agents a whopping 3 minutes a day,experiment suggests AI chatbot could save insurance agents 3 minutes a day,overstatement,1,1,1,1,0,1,1,0,0.015106260776519775,0,-0.015220701694488525,0,0.0404779314994812,0,0.9594846367835999,0.9443783760070801,0.015106260776519775,0.9909799695014954,0.33166755101991235,527.0439453125,4,0.2857142857142857,0.662304069907147
20,The Rule Of Law Joins America’s Dead Pets On The Rainbow Bridge,the rule of law joins america’s dead pets on the rainbow bridge,overstatement,0,0,0,0,0,1,0,0,-0.42270493507385254,0,0.0,0,0.20931166410446167,0,0.3438360095024109,0.7665409445762634,-0.42270493507385254,1.0000001192092896,0.0,1220.6876220703125,12,1.0,1.0
21,ABA Politely Tells President He Can’t Insult Judges Because He Lost Bigly,alabama tells president he can't insult judges because he lost bigly,understatement,0,0,0,0,0,1,0,0,-0.1922624111175537,1,0.5763075351715088,0,0.015687942504882812,0,0.6862812638282776,0.8785436749458313,-0.1922624111175537,0.8769850730895996,0.0,842.4110107421875,12,1.0,0.8769850730895996
22,ICE Can Bust Into Houses Without Warrants Based On Memo So Cool And Legal They Keep It Hidden,ice can bust into houses without warrants,sarcasm,1,1,1,1,0,1,1,0,0.11109155416488647,0,0.28545111417770386,1,0.4367595911026001,0,0.9277429580688477,0.8166514039039612,0.11109155416488647,0.8437173366546631,0.0,823.9528198242188,18,1.0,0.8437173366546631
23,Trump Wants To Regulate AI On A National Basis — Because What Could Go Wrong There?,donald trump wants to regulate AI on a national basis,rhetorical_question,1,1,1,1,0,1,1,0,-0.7987039685249329,0,0.0010996460914611816,0,0.13566803932189941,0,0.1383379101753235,0.9370418787002563,-0.7987039685249329,0.9049137830734253,0.01158285652249976,237.25404357910156,16,1.0,0.8944322965588533
24,Maybe That Whole ‘Vetting’ Thing Is Actually A Pretty Big Deal,maybe that whole ‘vetting’ thing is actually a pretty big deal,sarcasm,0,0,0,0,0,1,0,0,-0.087429940700531,0,0.0,0,0.06952226161956787,0,0.6004817485809326,0.6879116892814636,-0.087429940700531,1.0,0.0,106.14276123046875,11,1.0,1.0
25,Trump Defends Sacred Right To Starve Kids For Separation Of Powers,donald trump defends sacred right to starve children for separation of powers,satire,0,0,0,0,0,1,0,0,-0.09849876165390015,1,0.4365195035934448,0,0.2672494053840637,0,0.8638723492622375,0.9623711109161377,-0.09849876165390015,0.9699570536613464,0.0,628.2423095703125,12,1.0,0.9699570536613464
26,The 4th TikTok Delay Is The Charm!,the 4th tiktok delay,sarcasm,1,1,1,1,0,1,1,0,-0.1428120732307434,0,-0.006337761878967285,0,0.02793419361114502,0,0.7414292097091675,0.8842412829399109,-0.1428120732307434,0.8923302888870239,0.037951271263104894,516.9325561523438,6,0.8571428571428571,0.8584652200371877
27,Kash Patel Makes FBI Great Again By Getting It Sued,kash patel makes the fbi great again,sarcasm,1,1,1,1,1,0,0,0,-0.06581050157546997,0,0.35767269134521484,1,0.35988473892211914,0,0.9053031802177429,0.9711136817932129,-0.06581050157546997,0.8002287149429321,0.0,764.717041015625,10,1.0,0.8002287149429321
28,"Surprise, Surprise, The TikTok Ban Is Delayed A Third Time","surprise, surprise, the tikktok ban has been delayed three times",sarcasm,0,0,0,0,0,1,0,0,-0.13828504085540771,0,-0.02605229616165161,0,0.025446176528930664,0,0.8216201066970825,0.9599051475524902,-0.13828504085540771,0.7886463403701782,0.0,194.8148193359375,10,1.0,0.7886463403701782
29,"ICE Arrests Newark Mayor For … Ummm, Body Slam?",ice arrests newark mayor for body slam,irony,1,1,1,1,0,1,1,0,-0.3499438166618347,0,-0.004135191440582275,0,0.23959511518478394,0,0.3441380262374878,0.6940818428993225,-0.3499438166618347,0.9186164140701294,0.0,2767.797119140625,9,1.0,0.9186164140701294
30,Trump Dumps Ed Martin In Favor Of ‘Shit Sandwich Senate Will Eat’,donald trump dumps ed martin in favor of 'shit sandwich senators will eat',sarcasm,0,0,0,0,0,1,0,0,-0.3509867191314697,1,0.4993128180503845,0,0.08049803972244263,0,0.5150516033172607,0.8660383224487305,-0.3509867191314697,0.9732451438903809,0.0,1386.2147216796875,13,1.0,0.9732451438903809
31,Even Alan Dershowitz Thinks Trump’s Latest Idea Is Unconstitutional,even alan dershowitz thinks donald trump’s latest idea is unconstitutional,irony,0,0,0,0,0,1,0,0,-0.2579891085624695,0,0.004705667495727539,0,0.0933181643486023,0,0.4871116876602173,0.7451007962226868,-0.2579891085624695,0.9899975061416626,0.0,737.6162109375,10,1.0,0.9899975061416626
32,"Perhaps The Greatest Stock Market Correction Ever, Truly Terrific, Remember To Thank Your FAVORITE PRESIDENT!",perhaps the greatest stock market correction ever,sarcasm,1,1,1,1,0,1,1,0,-0.7976314425468445,0,0.003336489200592041,1,0.3281053900718689,0,0.12493187189102173,0.9225633144378662,-0.7976314425468445,0.7202545404434204,0.0,116.07159423828125,15,1.0,0.7202545404434204
33,Pam Bondi’s Brother And Ed Martin’s Assistant Running To Lead D.C. Bar… No Way This Is A Bad Idea!,pamela bondi's brother and ed martin's assistant running to lead d.c. bar,sarcasm,1,1,1,1,0,1,1,0,-0.4519386291503906,0,0.22458934783935547,0,-0.00046181678771972656,0,0.2601006031036377,0.7120392322540283,-0.4519386291503906,0.7981964945793152,0.0,441.526123046875,19,1.0,0.7981964945793152
34,God squad' waives animal protections to expand oil drilling in Gulf of Mexico,god squad waives animal protections to expand oil drilling in the Gulf of Mexico,satire,0,0,0,0,0,1,0,0,0.0035415291786193848,0,0.03566932678222656,0,0.03432595729827881,0,0.9068069458007812,0.9032654166221619,0.0035415291786193848,0.9974160194396973,0.6162607099729586,151.52621459960938,3,0.21428571428571427,0.38274771516138717
35,Fewer heat-related deaths in 2025; warmest summer ever packing less heat?,less heat-related deaths in 2025,rhetorical_question,1,1,1,1,0,1,1,0,-0.43669962882995605,0,-0.055027127265930176,1,0.1590248942375183,0,0.2171674370765686,0.6538670659065247,-0.43669962882995605,0.8749685287475586,0.08606445183091939,176.2040557861328,8,0.7272727272727273,0.7996648419515939
36,Comedians tell ministers lack of funding is no laughing matter,comedians tell ministers that lack of funding is no laughing matter,irony,0,0,0,0,0,1,0,0,0.003050565719604492,0,-0.01413029432296753,0,0.0444679856300354,0,0.9758601188659668,0.9728095531463623,0.003050565719604492,0.9948656558990479,0.6315552371794037,134.06028747558594,2,0.18181818181818182,0.3665530406260817
37,"Meta knowingly harmed children's mental health, US jury finally decides in landmark ruling","meta knowingly harms children's mental health, u.s. jury decides",sarcasm,1,1,1,1,0,1,1,0,0.1997036337852478,0,0.11243289709091187,0,0.20844018459320068,0,0.8425043821334839,0.6428007483482361,0.1997036337852478,0.8743575811386108,0.09049614828481034,156.6669921875,7,0.5384615384615384,0.795231587821943
38,"Trump’s FBI Pick Has Some, Erm, Interesting Entries On His Resume",donald trump's fbi pick has some interesting entries on his resume,irony,1,1,1,1,0,1,1,0,-0.4214118719100952,0,0.03948336839675903,0,0.18661653995513916,0,0.5143700242042542,0.9357818961143494,-0.4214118719100952,0.9733744263648987,0.0,326.5263977050781,11,1.0,0.9733744263648987
39,Alina Habba Did What She Does Best (Lie),alina habba did what she does best,sarcasm,1,1,1,1,1,0,0,0,-0.5944563150405884,0,-0.015135049819946289,0,0.06061965227127075,0,0.28532493114471436,0.8797812461853027,-0.5944563150405884,0.9137172102928162,0.0,170.68936157226562,8,1.0,0.9137172102928162
40,"New year, new bug – rivalry between devs led to a deep-code disaster","new year, new bug",understatement,0,0,0,0,0,1,0,1,0.5139936804771423,0,-0.7527482509613037,1,0.2038152813911438,1,0.7545777559280396,0.24058407545089722,0.5139936804771423,0.5077078938484192,0.041910459064397936,900.1949462890625,10,0.7692307692307693,0.4864296229466133
41,Microsoft puts the 'why?' in Wi-Fi with latest Windows patch,microsoft puts the 'why?' in wi-fi with latest windows update,sarcasm,0,0,0,0,0,1,0,0,-0.08181840181350708,0,0.08614319562911987,1,0.15941888093948364,0,0.6362972259521484,0.7181156277656555,-0.08181840181350708,0.9437791705131531,0.31239399369202553,458.21868896484375,4,0.4,0.6489482262732021
42,End of Windows 10 support is the perfect time for the Windows 11 installer to fail,the end of windows 10 support is the perfect time for the windows 11 installer to fail,sarcasm,0,0,0,0,0,1,0,0,0.05019456148147583,0,0.002476930618286133,0,0.023116111755371094,0,0.9589446187019348,0.908750057220459,0.05019456148147583,0.9855762720108032,0.5749089871602278,102.2605972290039,4,0.23529411764705882,0.4189596156999192
43,PLACEHOLDER ONLY Someone please write witty headline here,PLACEHOLDER ONLY Someone write a witty headline here,irony,0,0,0,0,0,1,0,0,-0.025868117809295654,0,0.02907472848892212,0,-0.0049852728843688965,0,0.24185454845428467,0.2677226662635803,-0.025868117809295654,0.9492065906524658,0.24028114141347542,672.7491455078125,2,0.25,0.7211301476132977
44,"Caffeine pouch craze: A teenage trend, unsurprisingly, troubling some experts",the caffeine pouch craze is a teenage trend,sarcasm,1,1,1,1,0,1,1,0,-0.18172740936279297,0,0.012211501598358154,0,0.10687685012817383,0,0.7418632507324219,0.9235906600952148,-0.18172740936279297,0.9341185092926025,0.025725069574826766,1527.4268798828125,10,1.0,0.9100882456499169
45,Union and government to restart talks on ending doctor dispute (again),union and government to restart talks on ending doctor dispute,irony,1,1,1,1,0,1,1,0,-0.06465303897857666,0,-0.02224409580230713,0,-0.06741601228713989,0,0.7395278811454773,0.804180920124054,-0.06465303897857666,0.9953137040138245,0.7963580315032781,561.8229370117188,2,0.18181818181818182,0.20268764195713881
46,"Nasa's mega Moon rocket arrives at launch pad for Artemis II mission, hopefully to launch",nasa's mega moon rocket arrives at launch pad for artemis II mission,irony,1,1,1,1,0,1,1,0,-0.21159809827804565,0,-0.14208906888961792,0,-0.038624465465545654,0,0.6804836988449097,0.8920817971229553,-0.21159809827804565,0.9746044874191284,0.34916650730713383,688.1163330078125,7,0.4666666666666667,0.6343052425411319
47,Can plastic-eating fungi help clean up nappy waste? We sure hope so.,can plastic-eating fungi help clean up nappy waste?,understatement,1,1,1,1,0,1,1,1,0.32639217376708984,0,-0.033738672733306885,1,0.1748242974281311,1,0.7339944243431091,0.4076022505760193,0.32639217376708984,0.989650547504425,0.510029457493824,411.5805358886719,5,0.4166666666666667,0.48489961565227724
48,"COP30: Trump and many leaders are skipping it, so does it matter?",COP30: trump and many leaders are skipping it,rhetorical_question,1,1,1,1,0,1,1,0,-0.5195648670196533,0,0.01533651351928711,0,0.06723594665527344,0,0.2393566370010376,0.7589215040206909,-0.5195648670196533,0.9169535636901855,0.34107725495137897,1623.410400390625,5,0.4166666666666667,0.6042015592688527
49,Labour wants to shake up the police – because that always works perfectly,labour wants to shake up the police,sarcasm,1,1,1,1,0,1,1,0,0.045705437660217285,0,0.0017998218536376953,1,0.1739135980606079,0,0.9885559678077698,0.9428505301475525,0.045705437660217285,0.913987934589386,0.3433629176453739,127.04048156738281,7,0.5384615384615384,0.6001583706761053
50,Nasa announces change to its Moon landing plans - again,nasa announces changes to lunar landing plans,irony,1,1,1,1,0,1,1,0,0.044788479804992676,0,-0.09444653987884521,1,0.1381348967552185,0,0.8698269128799438,0.8250384330749512,0.044788479804992676,0.9489617347717285,0.05411516285864537,438.6948547363281,6,0.6,0.8976085159479338
51,Is fuel support really going to the right places for once?,is fuel support going to the right places?,sarcasm,1,1,1,1,0,1,1,0,0.287980318069458,0,-0.009452521800994873,1,0.15598684549331665,0,0.4729474186897278,0.18496710062026978,0.287980318069458,0.9498595595359802,0.2825677270462821,257.0527038574219,5,0.45454545454545453,0.6814599027847157
52,"Finally, the clitoris is getting the attention it deserves",clitoris gets the attention it deserves,irony,1,1,1,1,0,1,1,0,0.0313568115234375,0,-0.6320348381996155,0,-0.0005109906196594238,0,0.9646286964416504,0.9332718849182129,0.0313568115234375,0.9205113053321838,0.3258798048281462,195.408935546875,4,0.4444444444444444,0.6205352608084297
53,Why is gaming becoming so expensive? The answer is found in AI... again,why gaming is becoming so expensive,sarcasm,1,1,1,1,0,1,1,0,-0.29499346017837524,0,0.0010161995887756348,0,0.026028215885162354,0,0.5854859948158264,0.8804794549942017,-0.29499346017837524,0.8520501852035522,0.03197146058806063,178.4739990234375,11,0.8461538461538461,0.824808896288267
54,Milan Protesters Rally Against an Environmentally and Economically “Totally Sustainable” Winter Olympics,milan protesters rally against environmentally and economically sustainable winter games,sarcasm,0,0,0,0,1,0,0,0,-0.08111190795898438,0,-0.016264617443084717,0,0.11705809831619263,0,0.890334963798523,0.9714468717575073,-0.08111190795898438,0.9290571212768555,0.01727959142950042,939.3607788085938,11,0.9166666666666666,0.9130033938065236
55,Just a Reminder: Racism is not rivalry. It is a crime,just a reminder: racism is not rivalry,sarcasm,0,0,0,0,0,1,0,0,-0.11868691444396973,0,-0.0014238357543945312,1,0.1933373212814331,0,0.3673588037490845,0.4860457181930542,-0.11868691444396973,0.9306994676589966,0.04365582670262632,301.14776611328125,8,0.7272727272727273,0.8900690129866489
56,"In a Shocking Twist, an Italian Court Says Netflix Can’t Just Raise Prices However It Wants—and Orders Refunds",italian court orders Netflix to raise prices if it wants to.,sarcasm,1,1,1,1,1,0,0,0,-0.5444814562797546,0,-0.03691411018371582,0,0.12397444248199463,0,0.3449915051460266,0.8894729614257812,-0.5444814562797546,0.9027706384658813,0.009975840318370089,156.42514038085938,17,0.9444444444444444,0.8937647427324327
57,"SpaceX delays next Starship test launch by a month, because of course it does, Musk says","spacex delays next starship test launch by a month, Musk says",sarcasm,1,1,1,1,0,1,1,0,0.2520788311958313,0,0.0174177885055542,0,-0.043544232845306396,0,0.9138021469116211,0.6617233157157898,0.2520788311958313,0.9742019772529602,0.2854620461791968,766.4166870117188,7,0.4375,0.6961042874345108
58,How to survive relatives when they ask personal questions you don't want to answer,how to survive relatives asking personal questions you don't want to answer,overstatement,0,0,0,0,0,1,0,0,-0.0312269926071167,0,0.00023180246353149414,0,-0.010937392711639404,0,0.3099973797798157,0.3412243723869324,-0.0312269926071167,0.989051878452301,0.5367088830805397,85.33065032958984,4,0.2857142857142857,0.45821894945945685
59,"Rising fuel costs drives changes in driving lessons, surprising none",rising fuel costs drive changes in driving lessons,sarcasm,1,1,1,1,0,1,1,0,-0.010348916053771973,0,0.1647024154663086,1,0.1854994297027588,0,0.909458339214325,0.9198072552680969,-0.010348916053771973,0.967985987663269,0.1346238089016021,898.3707885742188,5,0.5,0.8376720270406606
60,"Faced with new energy shock, Europe finally asks if reviving nuclear is the answer","confronted with new energy shock, europe finally asks if reviving nuclear is the answer",sarcasm,0,0,0,0,0,1,0,0,-0.09850150346755981,0,-0.052024900913238525,0,-0.023436129093170166,0,0.8146646022796631,0.9131661057472229,-0.09850150346755981,0.9943435192108154,0.6997522298221912,274.7647399902344,2,0.14285714285714285,0.2985494244338025
61,"Claude Code users hitting usage limits 'way faster than expected', expectedly",Claude Code users hitting usage limits faster than expected,sarcasm,1,1,1,1,0,1,1,0,0.026421427726745605,0,-0.4112960696220398,0,0.026519358158111572,0,0.8863037824630737,0.8598823547363281,0.026421427726745605,0.9848260879516602,0.528993443482769,2577.482666015625,3,0.2727272727272727,0.4638595444544471
62,Thousands lose their jobs in unseen deep cuts at tech giant Oracle,thousands lose jobs at tech giant oracle amid deep cuts,irony,1,1,1,1,0,1,1,0,0.011096715927124023,0,0.2797046899795532,0,-0.05947142839431763,0,0.9254046678543091,0.9143079519271851,0.011096715927124023,0.9542509317398071,0.11697371774413853,1097.4183349609375,10,0.8333333333333334,0.8426286525933937
63,What could six fictional voters teach us about how social media really works? Subscrible to find out,what could six fictional voters teach us about social media?,sarcasm,1,1,1,1,0,1,1,0,-0.0057073235511779785,0,0.0014951229095458984,0,0.060421526432037354,0,0.0861361026763916,0.09184342622756958,-0.0057073235511779785,0.9518043994903564,0.3280605712667661,366.4858093261719,9,0.5294117647058824,0.6395549044593288
64,"First stop, the Moon. Next stop, Mars? Why Nasa's mission (probably) matters","first stop, the moon. next stop, mars.",sarcasm,1,1,1,1,0,1,1,0,0.06366091966629028,0,-0.0016981959342956543,1,0.17840814590454102,0,0.24189072847366333,0.17822980880737305,0.06366091966629028,0.8408281803131104,0.0378442713638306,171.42518615722656,9,0.75,0.8090076504869851
65,Who knew Lord Sugar is a table tennis fan? Not us,who knew lord sugar is a table tennis fan?,sarcasm,1,1,1,1,0,1,1,1,0.14476269483566284,0,-0.034586310386657715,0,0.04601144790649414,1,0.5855432748794556,0.4407805800437927,0.14476269483566284,0.9576270580291748,0.3740548510898886,1207.495849609375,5,0.45454545454545453,0.5994220114384237
66,Your Daily Reminder: 'Women's health must be taken more seriously',your daily reminder: women's health needs to be taken more seriously,sarcasm,0,0,0,0,0,1,0,0,-0.012436926364898682,0,0.05548655986785889,1,0.19778984785079956,0,0.8697613477706909,0.8821982741355896,-0.012436926364898682,0.9713912606239319,0.10025157431478134,32.200103759765625,7,0.6363636363636364,0.8740077574707626
67,Lab-grown food pipe offers (non-pipe) dream for young patients... hopefully,lab-grown food pipe is a dream for young patients,sarcasm,1,1,1,1,0,1,1,0,-0.08755862712860107,0,0.05336660146713257,0,0.003725707530975342,0,0.8698921203613281,0.9574507474899292,-0.08755862712860107,0.9653906226158142,0.1335433989224962,429.0213928222656,5,0.5,0.8364690775837935
68,"Another 58 babies lost to poor NHS care, BBC finds","another 58 babies lost due to poor NHS care, bbc reports",sarcasm,0,0,0,0,0,1,0,0,-0.0740121603012085,0,0.04147350788116455,0,-0.07292836904525757,0,0.7696710228919983,0.8436831831932068,-0.0740121603012085,0.9721984267234802,0.33932513407933634,328.5708923339844,4,0.36363636363636365,0.6423070652238154
69,Surprise! Sleep has effects that extend far beyond the private sphere',sleep effects extend beyond the private sphere,sarcasm,1,1,1,1,0,1,1,0,0.13641083240509033,0,0.08043915033340454,1,0.1789156198501587,0,0.748998761177063,0.6125879287719727,0.13641083240509033,0.9423857927322388,0.10489671869455933,475.51739501953125,6,0.5454545454545454,0.8435326153302558
70,Racist backlash against newly elected French officials... again,racist backlash against newly elected french officials continues,sarcasm,1,1,1,1,0,1,1,0,0.013336539268493652,0,-0.002213001251220703,0,-0.001140892505645752,0,0.9708554744720459,0.9575189352035522,0.013336539268493652,0.945432722568512,0.345720784641941,1703.9361572265625,4,0.5,0.6185769798959595
71,Tax reassessments finally target wealthy French who pay no income tax,tax reassessments target wealthy french who pay no income tax,sarcasm,1,1,1,1,0,1,1,0,0.04755198955535889,0,0.12397497892379761,0,0.15309447050094604,0,0.9722446203231812,0.9246926307678223,0.04755198955535889,0.9725668430328369,0.42268392163412416,427.99462890625,3,0.2727272727272727,0.5614784757683977
72,"In one month of war, oil production has plunged, to no one's surprise","in one month of war, oil production has plunged",sarcasm,1,1,1,1,0,1,1,0,-0.0006398558616638184,0,-0.00186234712600708,1,0.1171565055847168,0,0.9458106160163879,0.9464504718780518,-0.0006398558616638184,0.8804827928543091,0.46548383647045716,104.79866027832031,6,0.46153846153846156,0.4706322844902624
73,"Why We All Keep Nostalgically Yearning for 2016, for Some Mysterious Reason",why we all keep nostalgically yearning for 2016,sarcasm,1,1,1,1,0,1,1,0,-0.2737584114074707,0,0.0007995367050170898,0,0.04068005084991455,0,0.3237224817276001,0.5974808931350708,-0.2737584114074707,0.9692771434783936,0.016847111051295396,200.6428680419922,11,0.9166666666666666,0.9529476238027307
74,"Transmission network already threatened by climate hazards, data shows, of course","transmission network already threatened by climate hazards, data shows",sarcasm,1,1,1,1,0,1,1,0,0.24456936120986938,1,0.25483202934265137,0,0.04977196455001831,0,0.8883236646652222,0.6437543034553528,0.24456936120986938,0.9882543087005615,0.5813189627146943,668.1825561523438,4,0.36363636363636365,0.41376333906842383
75,How to Tell Whether Your Beach Is Actually Safe to Swim In (Without Learning the Hard Way),how to tell if your beach is safe to swim in,sarcasm,1,1,1,1,0,1,1,0,-0.13948804140090942,0,-0.00022965669631958008,1,0.193372905254364,0,0.05623221397399902,0.19572025537490845,-0.13948804140090942,0.9340119361877441,0.01299236773467766,25.66627311706543,15,0.8823529411764706,0.9218769096442146
76,Forestry industry still unsure if it's included in national fuel plan,forest industry still uncertain if it will be included in national fuel plan,irony,0,0,0,0,0,1,0,0,0.061656415462493896,0,0.018409132957458496,0,0.04152041673660278,0,0.2980078458786011,0.23635143041610718,0.061656415462493896,0.939541220664978,0.3438931217657843,201.81773376464844,5,0.38461538461538464,0.6164394572628631
