id,input,output,subtype,human_sarcasm_removed_1,human_sarcasm_removed_2,human_flipped_strict,human_flipped_lenient,meaning_change,human_meaning_preserved,human_strict_success,hard_flipped_roberta_twitter,flip_delta_roberta_twitter,hard_flipped_bert_kaggle,flip_delta_bert_kaggle,hard_flipped_roberta_news,flip_delta_roberta_news,hard_flipped,flip_delta,similarity,bleu,perplexity,edit_dist_norm,paraphrase_score,is_surface_edit,error_type,clf_correct
11,Smart mirror shows dumb Windows in elevator,smart mirror shows dumb windows in elevator,irony,0,0,0,0,0,1,0,0,-0.0221281051635742,0,0.0,0,0.0114860534667968,0,-0.0221281051635742,0.9999999403953552,0.2055668084502598,5363.2841796875,0.2857142857142857,0.794433144197832,True,TN,1
12,"AIOps is so powerful, vendors are building tools to clean up after agents break your infrastructure","aiops is so powerful, vendors are building tools to clean up after agents break your infrastructure",sarcasm,0,0,0,0,0,1,0,0,-0.0069683790206909,0,0.0,0,-0.001339852809906,0,-0.0069683790206909,1.000000238418579,0.9306048591020996,317.3612670898437,0.0625,0.0693951408979003,True,TN,1
13,Google presses play on 30-second Gemini musical slop generator,google presses play on 30-second Gemini musical slop generator,overstatement,0,0,0,0,0,1,0,0,0.1189021468162536,0,0.0,0,0.0676797032356262,0,0.1189021468162536,1.0,0.8633400213704505,2797.029296875,0.1111111111111111,0.1366599786295494,True,TN,1
14,Microsoft's Valentine's gift to admins: 6 exploited zero-day fixes,microsoft's valentine's day gift to admins: 6 exploited zero-day fixes,sarcasm,0,0,0,0,0,1,0,0,-0.0141970515251159,0,-0.0007754564285278,0,0.0036956071853637,0,-0.0141970515251159,0.9947147965431212,0.6389431042462724,214.5886383056641,0.3,0.3591486366001601,False,TN,1
15,"Microsoft actually does something useful, adds Sysmon to Windows",microsoft adds sysmon to windows 10,sarcasm,1,1,1,1,0,1,1,0,0.1595656275749206,0,-0.3101192712783813,0,0.1423043608665466,0,0.1595656275749206,0.780603289604187,0.0294465644578698,1080.22265625,0.8888888888888888,0.757617204520832,False,FN,0
16,"For once, Supermicro has dodged drama and just delivered datacenters",supermicro has delivered datacenters for the first time,sarcasm,1,1,1,1,1,0,0,0,-0.0036143660545349,0,-0.0225749015808105,1,0.2070832848548889,0,-0.0036143660545349,0.7653472423553467,0.0506266712158436,384.9292907714844,0.9,0.72660025915067,False,FN,0
17,"Firefox makes AI optional, like it probably should have been all along",fbi makes AI optional for users,sarcasm,1,1,1,1,1,0,0,0,-0.0111410617828369,0,-0.1032870411872863,0,0.1288016438484192,0,-0.0111410617828369,0.5950906276702881,0.0317605044602702,2517.070556640625,0.8333333333333334,0.5761902491359009,False,FN,0
18,Microsoft's 'atypical' emergency Windows patches are becoming awfully typical,microsoft's 'atypical' emergency windows patches are becoming increasingly common,sarcasm,1,1,1,1,0,1,1,0,-0.0204507112503051,0,0.0001317262649536,1,0.116094172000885,0,-0.0204507112503051,0.982158064842224,0.1492372948004911,152.1100616455078,0.4444444444444444,0.8355834521786851,False,FN,0
19,Experiment suggests AI chatbot would save insurance agents a whopping 3 minutes a day,experiment suggests AI chatbot could save insurance agents 3 minutes a day,overstatement,1,1,1,1,0,1,1,0,0.0151062607765197,0,-0.0152207016944885,0,0.0404779314994812,0,0.0151062607765197,0.9909799695014954,0.3316675510199123,527.0439453125,0.2857142857142857,0.662304069907147,False,FN,0
20,The Rule Of Law Joins America’s Dead Pets On The Rainbow Bridge,the rule of law joins america’s dead pets on the rainbow bridge,overstatement,0,0,0,0,0,1,0,0,-0.4227049350738525,0,0.0,0,0.2093116641044616,0,-0.4227049350738525,1.0000001192092896,0.0,1220.6876220703125,1.0,1.0,True,TN,1
21,ABA Politely Tells President He Can’t Insult Judges Because He Lost Bigly,alabama tells president he can't insult judges because he lost bigly,understatement,0,0,0,0,0,1,0,0,-0.1922624111175537,1,0.5763075351715088,0,0.0156879425048828,0,-0.1922624111175537,0.8769850730895996,0.0,842.4110107421875,1.0,0.8769850730895996,False,TN,1
22,ICE Can Bust Into Houses Without Warrants Based On Memo So Cool And Legal They Keep It Hidden,ice can bust into houses without warrants,sarcasm,1,1,1,1,0,1,1,0,0.1110915541648864,0,0.2854511141777038,1,0.4367595911026001,0,0.1110915541648864,0.8437173366546631,0.0,823.9528198242188,1.0,0.8437173366546631,False,FN,0
23,Trump Wants To Regulate AI On A National Basis — Because What Could Go Wrong There?,donald trump wants to regulate AI on a national basis,rhetorical_question,1,1,1,1,0,1,1,0,-0.7987039685249329,0,0.0010996460914611,0,0.1356680393218994,0,-0.7987039685249329,0.9049137830734252,0.0115828565224997,237.2540435791016,1.0,0.8944322965588533,False,FN,0
24,Maybe That Whole ‘Vetting’ Thing Is Actually A Pretty Big Deal,maybe that whole ‘vetting’ thing is actually a pretty big deal,sarcasm,0,0,0,0,0,1,0,0,-0.087429940700531,0,0.0,0,0.0695222616195678,0,-0.087429940700531,1.0,0.0,106.14276123046876,1.0,1.0,True,TN,1
25,Trump Defends Sacred Right To Starve Kids For Separation Of Powers,donald trump defends sacred right to starve children for separation of powers,satire,0,0,0,0,0,1,0,0,-0.0984987616539001,1,0.4365195035934448,0,0.2672494053840637,0,-0.0984987616539001,0.9699570536613464,0.0,628.2423095703125,1.0,0.9699570536613464,False,TN,1
26,The 4th TikTok Delay Is The Charm!,the 4th tiktok delay,sarcasm,1,1,1,1,0,1,1,0,-0.1428120732307434,0,-0.0063377618789672,0,0.027934193611145,0,-0.1428120732307434,0.8923302888870239,0.0379512712631048,516.9325561523438,0.8571428571428571,0.8584652200371877,False,FN,0
27,Kash Patel Makes FBI Great Again By Getting It Sued,kash patel makes the fbi great again,sarcasm,1,1,1,1,1,0,0,0,-0.0658105015754699,0,0.3576726913452148,1,0.3598847389221191,0,-0.0658105015754699,0.8002287149429321,0.0,764.717041015625,1.0,0.8002287149429321,False,FN,0
28,"Surprise, Surprise, The TikTok Ban Is Delayed A Third Time","surprise, surprise, the tikktok ban has been delayed three times",sarcasm,0,0,0,0,0,1,0,0,-0.1382850408554077,0,-0.0260522961616516,0,0.0254461765289306,0,-0.1382850408554077,0.7886463403701782,0.0,194.8148193359375,1.0,0.7886463403701782,False,TN,1
29,"ICE Arrests Newark Mayor For … Ummm, Body Slam?",ice arrests newark mayor for body slam,irony,1,1,1,1,0,1,1,0,-0.3499438166618347,0,-0.0041351914405822,0,0.2395951151847839,0,-0.3499438166618347,0.9186164140701294,0.0,2767.797119140625,1.0,0.9186164140701294,False,FN,0
30,Trump Dumps Ed Martin In Favor Of ‘Shit Sandwich Senate Will Eat’,donald trump dumps ed martin in favor of 'shit sandwich senators will eat',sarcasm,0,0,0,0,0,1,0,0,-0.3509867191314697,1,0.4993128180503845,0,0.0804980397224426,0,-0.3509867191314697,0.9732451438903807,0.0,1386.2147216796875,1.0,0.9732451438903807,False,TN,1
31,Even Alan Dershowitz Thinks Trump’s Latest Idea Is Unconstitutional,even alan dershowitz thinks donald trump’s latest idea is unconstitutional,irony,0,0,0,0,0,1,0,0,-0.2579891085624695,0,0.0047056674957275,0,0.0933181643486023,0,-0.2579891085624695,0.9899975061416626,0.0,737.6162109375,1.0,0.9899975061416626,False,TN,1
32,"Perhaps The Greatest Stock Market Correction Ever, Truly Terrific, Remember To Thank Your FAVORITE PRESIDENT!",perhaps the greatest stock market correction ever,sarcasm,1,1,1,1,0,1,1,0,-0.7976314425468445,0,0.003336489200592,1,0.3281053900718689,0,-0.7976314425468445,0.7202545404434204,0.0,116.07159423828124,1.0,0.7202545404434204,False,FN,0
33,Pam Bondi’s Brother And Ed Martin’s Assistant Running To Lead D.C. Bar… No Way This Is A Bad Idea!,pamela bondi's brother and ed martin's assistant running to lead d.c. bar,sarcasm,1,1,1,1,0,1,1,0,-0.4519386291503906,0,0.2245893478393554,0,-0.0004618167877197,0,-0.4519386291503906,0.7981964945793152,0.0,441.526123046875,1.0,0.7981964945793152,False,FN,0
34,God squad' waives animal protections to expand oil drilling in Gulf of Mexico,god squad waives animal protections to expand oil drilling in the Gulf of Mexico,satire,0,0,0,0,0,1,0,0,0.0035415291786193,0,0.0356693267822265,0,0.0343259572982788,0,0.0035415291786193,0.9974160194396972,0.6162607099729586,151.52621459960938,0.2142857142857142,0.3827477151613871,False,TN,1
35,Fewer heat-related deaths in 2025; warmest summer ever packing less heat?,less heat-related deaths in 2025,rhetorical_question,1,1,1,1,0,1,1,0,-0.436699628829956,0,-0.0550271272659301,1,0.1590248942375183,0,-0.436699628829956,0.8749685287475586,0.0860644518309193,176.2040557861328,0.7272727272727273,0.7996648419515939,False,FN,0
36,Comedians tell ministers lack of funding is no laughing matter,comedians tell ministers that lack of funding is no laughing matter,irony,0,0,0,0,0,1,0,0,0.0030505657196044,0,-0.0141302943229675,0,0.0444679856300354,0,0.0030505657196044,0.994865655899048,0.6315552371794037,134.06028747558594,0.1818181818181818,0.3665530406260817,False,TN,1
37,"Meta knowingly harmed children's mental health, US jury finally decides in landmark ruling","meta knowingly harms children's mental health, u.s. jury decides",sarcasm,1,1,1,1,0,1,1,0,0.1997036337852478,0,0.1124328970909118,0,0.2084401845932006,0,0.1997036337852478,0.8743575811386108,0.0904961482848103,156.6669921875,0.5384615384615384,0.795231587821943,False,FN,0
38,"Trump’s FBI Pick Has Some, Erm, Interesting Entries On His Resume",donald trump's fbi pick has some interesting entries on his resume,irony,1,1,1,1,0,1,1,0,-0.4214118719100952,0,0.039483368396759,0,0.1866165399551391,0,-0.4214118719100952,0.9733744263648988,0.0,326.5263977050781,1.0,0.9733744263648988,False,FN,0
39,Alina Habba Did What She Does Best (Lie),alina habba did what she does best,sarcasm,1,1,1,1,1,0,0,0,-0.5944563150405884,0,-0.0151350498199462,0,0.0606196522712707,0,-0.5944563150405884,0.9137172102928162,0.0,170.68936157226562,1.0,0.9137172102928162,False,FN,0
40,"New year, new bug – rivalry between devs led to a deep-code disaster","new year, new bug",understatement,0,0,0,0,0,1,0,1,0.5139936804771423,0,-0.7527482509613037,1,0.2038152813911438,1,0.5139936804771423,0.5077078938484192,0.0419104590643979,900.1949462890625,0.7692307692307693,0.4864296229466133,False,FP,0
41,Microsoft puts the 'why?' in Wi-Fi with latest Windows patch,microsoft puts the 'why?' in wi-fi with latest windows update,sarcasm,0,0,0,0,0,1,0,0,-0.081818401813507,0,0.0861431956291198,1,0.1594188809394836,0,-0.081818401813507,0.9437791705131532,0.3123939936920255,458.21868896484375,0.4,0.6489482262732021,False,TN,1
42,End of Windows 10 support is the perfect time for the Windows 11 installer to fail,the end of windows 10 support is the perfect time for the windows 11 installer to fail,sarcasm,0,0,0,0,0,1,0,0,0.0501945614814758,0,0.0024769306182861,0,0.023116111755371,0,0.0501945614814758,0.9855762720108032,0.5749089871602278,102.2605972290039,0.2352941176470588,0.4189596156999192,False,TN,1
43,PLACEHOLDER ONLY Someone please write witty headline here,PLACEHOLDER ONLY Someone write a witty headline here,irony,0,0,0,0,0,1,0,0,-0.0258681178092956,0,0.0290747284889221,0,-0.0049852728843688,0,-0.0258681178092956,0.9492065906524658,0.2402811414134754,672.7491455078125,0.25,0.7211301476132977,False,TN,1
44,"Caffeine pouch craze: A teenage trend, unsurprisingly, troubling some experts",the caffeine pouch craze is a teenage trend,sarcasm,1,1,1,1,0,1,1,0,-0.1817274093627929,0,0.0122115015983581,0,0.1068768501281738,0,-0.1817274093627929,0.9341185092926024,0.0257250695748267,1527.4268798828125,1.0,0.9100882456499167,False,FN,0
45,Union and government to restart talks on ending doctor dispute (again),union and government to restart talks on ending doctor dispute,irony,1,1,1,1,0,1,1,0,-0.0646530389785766,0,-0.0222440958023071,0,-0.0674160122871398,0,-0.0646530389785766,0.9953137040138244,0.7963580315032781,561.8229370117188,0.1818181818181818,0.2026876419571388,False,FN,0
46,"Nasa's mega Moon rocket arrives at launch pad for Artemis II mission, hopefully to launch",nasa's mega moon rocket arrives at launch pad for artemis II mission,irony,1,1,1,1,0,1,1,0,-0.2115980982780456,0,-0.1420890688896179,0,-0.0386244654655456,0,-0.2115980982780456,0.9746044874191284,0.3491665073071338,688.1163330078125,0.4666666666666667,0.6343052425411319,False,FN,0
47,Can plastic-eating fungi help clean up nappy waste? We sure hope so.,can plastic-eating fungi help clean up nappy waste?,understatement,1,1,1,1,0,1,1,1,0.3263921737670898,0,-0.0337386727333068,1,0.1748242974281311,1,0.3263921737670898,0.989650547504425,0.510029457493824,411.5805358886719,0.4166666666666667,0.4848996156522772,False,TP,1
48,"COP30: Trump and many leaders are skipping it, so does it matter?",COP30: trump and many leaders are skipping it,rhetorical_question,1,1,1,1,0,1,1,0,-0.5195648670196533,0,0.0153365135192871,0,0.0672359466552734,0,-0.5195648670196533,0.9169535636901855,0.3410772549513789,1623.410400390625,0.4166666666666667,0.6042015592688527,False,FN,0
49,Labour wants to shake up the police – because that always works perfectly,labour wants to shake up the police,sarcasm,1,1,1,1,0,1,1,0,0.0457054376602172,0,0.0017998218536376,1,0.1739135980606079,0,0.0457054376602172,0.913987934589386,0.3433629176453739,127.0404815673828,0.5384615384615384,0.6001583706761053,False,FN,0
50,Nasa announces change to its Moon landing plans - again,nasa announces changes to lunar landing plans,irony,1,1,1,1,0,1,1,0,0.0447884798049926,0,-0.0944465398788452,1,0.1381348967552185,0,0.0447884798049926,0.9489617347717284,0.0541151628586453,438.6948547363281,0.6,0.8976085159479338,False,FN,0
51,Is fuel support really going to the right places for once?,is fuel support going to the right places?,sarcasm,1,1,1,1,0,1,1,0,0.287980318069458,0,-0.0094525218009948,1,0.1559868454933166,0,0.287980318069458,0.9498595595359802,0.2825677270462821,257.0527038574219,0.4545454545454545,0.6814599027847157,False,FN,0
52,"Finally, the clitoris is getting the attention it deserves",clitoris gets the attention it deserves,irony,1,1,1,1,0,1,1,0,0.0313568115234375,0,-0.6320348381996155,0,-0.0005109906196594,0,0.0313568115234375,0.9205113053321838,0.3258798048281462,195.408935546875,0.4444444444444444,0.6205352608084297,False,FN,0
53,Why is gaming becoming so expensive? The answer is found in AI... again,why gaming is becoming so expensive,sarcasm,1,1,1,1,0,1,1,0,-0.2949934601783752,0,0.0010161995887756,0,0.0260282158851623,0,-0.2949934601783752,0.8520501852035522,0.0319714605880606,178.4739990234375,0.8461538461538461,0.824808896288267,False,FN,0
54,Milan Protesters Rally Against an Environmentally and Economically “Totally Sustainable” Winter Olympics,milan protesters rally against environmentally and economically sustainable winter games,sarcasm,0,0,0,0,1,0,0,0,-0.0811119079589843,0,-0.0162646174430847,0,0.1170580983161926,0,-0.0811119079589843,0.9290571212768556,0.0172795914295004,939.3607788085938,0.9166666666666666,0.9130033938065236,False,TN,1
55,Just a Reminder: Racism is not rivalry. It is a crime,just a reminder: racism is not rivalry,sarcasm,0,0,0,0,0,1,0,0,-0.1186869144439697,0,-0.0014238357543945,1,0.1933373212814331,0,-0.1186869144439697,0.9306994676589966,0.0436558267026263,301.14776611328125,0.7272727272727273,0.8900690129866489,False,TN,1
56,"In a Shocking Twist, an Italian Court Says Netflix Can’t Just Raise Prices However It Wants—and Orders Refunds",italian court orders Netflix to raise prices if it wants to.,sarcasm,1,1,1,1,1,0,0,0,-0.5444814562797546,0,-0.0369141101837158,0,0.1239744424819946,0,-0.5444814562797546,0.9027706384658812,0.00997584031837,156.42514038085938,0.9444444444444444,0.8937647427324327,False,FN,0
57,"SpaceX delays next Starship test launch by a month, because of course it does, Musk says","spacex delays next starship test launch by a month, Musk says",sarcasm,1,1,1,1,0,1,1,0,0.2520788311958313,0,0.0174177885055542,0,-0.0435442328453063,0,0.2520788311958313,0.9742019772529602,0.2854620461791968,766.4166870117188,0.4375,0.6961042874345108,False,FN,0
58,How to survive relatives when they ask personal questions you don't want to answer,how to survive relatives asking personal questions you don't want to answer,overstatement,0,0,0,0,0,1,0,0,-0.0312269926071167,0,0.0002318024635314,0,-0.0109373927116394,0,-0.0312269926071167,0.989051878452301,0.5367088830805397,85.33065032958984,0.2857142857142857,0.4582189494594568,False,TN,1
59,"Rising fuel costs drives changes in driving lessons, surprising none",rising fuel costs drive changes in driving lessons,sarcasm,1,1,1,1,0,1,1,0,-0.0103489160537719,0,0.1647024154663086,1,0.1854994297027588,0,-0.0103489160537719,0.967985987663269,0.1346238089016021,898.3707885742188,0.5,0.8376720270406606,False,FN,0
60,"Faced with new energy shock, Europe finally asks if reviving nuclear is the answer","confronted with new energy shock, europe finally asks if reviving nuclear is the answer",sarcasm,0,0,0,0,0,1,0,0,-0.0985015034675598,0,-0.0520249009132385,0,-0.0234361290931701,0,-0.0985015034675598,0.9943435192108154,0.6997522298221912,274.7647399902344,0.1428571428571428,0.2985494244338025,False,TN,1
61,"Claude Code users hitting usage limits 'way faster than expected', expectedly",Claude Code users hitting usage limits faster than expected,sarcasm,1,1,1,1,0,1,1,0,0.0264214277267456,0,-0.4112960696220398,0,0.0265193581581115,0,0.0264214277267456,0.9848260879516602,0.528993443482769,2577.482666015625,0.2727272727272727,0.4638595444544471,False,FN,0
62,Thousands lose their jobs in unseen deep cuts at tech giant Oracle,thousands lose jobs at tech giant oracle amid deep cuts,irony,1,1,1,1,0,1,1,0,0.011096715927124,0,0.2797046899795532,0,-0.0594714283943176,0,0.011096715927124,0.9542509317398072,0.1169737177441385,1097.4183349609375,0.8333333333333334,0.8426286525933937,False,FN,0
63,What could six fictional voters teach us about how social media really works? Subscrible to find out,what could six fictional voters teach us about social media?,sarcasm,1,1,1,1,0,1,1,0,-0.0057073235511779,0,0.0014951229095458,0,0.0604215264320373,0,-0.0057073235511779,0.9518043994903564,0.3280605712667661,366.4858093261719,0.5294117647058824,0.6395549044593288,False,FN,0
64,"First stop, the Moon. Next stop, Mars? Why Nasa's mission (probably) matters","first stop, the moon. next stop, mars.",sarcasm,1,1,1,1,0,1,1,0,0.0636609196662902,0,-0.0016981959342956,1,0.178408145904541,0,0.0636609196662902,0.8408281803131104,0.0378442713638306,171.42518615722656,0.75,0.8090076504869851,False,FN,0
65,Who knew Lord Sugar is a table tennis fan? Not us,who knew lord sugar is a table tennis fan?,sarcasm,1,1,1,1,0,1,1,1,0.1447626948356628,0,-0.0345863103866577,0,0.0460114479064941,1,0.1447626948356628,0.9576270580291748,0.3740548510898886,1207.495849609375,0.4545454545454545,0.5994220114384237,False,TP,1
66,Your Daily Reminder: 'Women's health must be taken more seriously',your daily reminder: women's health needs to be taken more seriously,sarcasm,0,0,0,0,0,1,0,0,-0.0124369263648986,0,0.0554865598678588,1,0.1977898478507995,0,-0.0124369263648986,0.971391260623932,0.1002515743147813,32.200103759765625,0.6363636363636364,0.8740077574707626,False,TN,1
67,Lab-grown food pipe offers (non-pipe) dream for young patients... hopefully,lab-grown food pipe is a dream for young patients,sarcasm,1,1,1,1,0,1,1,0,-0.087558627128601,0,0.0533666014671325,0,0.0037257075309753,0,-0.087558627128601,0.9653906226158142,0.1335433989224962,429.0213928222656,0.5,0.8364690775837935,False,FN,0
68,"Another 58 babies lost to poor NHS care, BBC finds","another 58 babies lost due to poor NHS care, bbc reports",sarcasm,0,0,0,0,0,1,0,0,-0.0740121603012085,0,0.0414735078811645,0,-0.0729283690452575,0,-0.0740121603012085,0.9721984267234802,0.3393251340793363,328.5708923339844,0.3636363636363636,0.6423070652238154,False,TN,1
69,Surprise! Sleep has effects that extend far beyond the private sphere',sleep effects extend beyond the private sphere,sarcasm,1,1,1,1,0,1,1,0,0.1364108324050903,0,0.0804391503334045,1,0.1789156198501587,0,0.1364108324050903,0.9423857927322388,0.1048967186945593,475.5173950195313,0.5454545454545454,0.8435326153302558,False,FN,0
70,Racist backlash against newly elected French officials... again,racist backlash against newly elected french officials continues,sarcasm,1,1,1,1,0,1,1,0,0.0133365392684936,0,-0.0022130012512207,0,-0.0011408925056457,0,0.0133365392684936,0.945432722568512,0.345720784641941,1703.9361572265625,0.5,0.6185769798959595,False,FN,0
71,Tax reassessments finally target wealthy French who pay no income tax,tax reassessments target wealthy french who pay no income tax,sarcasm,1,1,1,1,0,1,1,0,0.0475519895553588,0,0.1239749789237976,0,0.153094470500946,0,0.0475519895553588,0.9725668430328368,0.4226839216341241,427.99462890625,0.2727272727272727,0.5614784757683977,False,FN,0
72,"In one month of war, oil production has plunged, to no one's surprise","in one month of war, oil production has plunged",sarcasm,1,1,1,1,0,1,1,0,-0.0006398558616638,0,-0.001862347126007,1,0.1171565055847168,0,-0.0006398558616638,0.8804827928543091,0.4654838364704571,104.79866027832033,0.4615384615384615,0.4706322844902624,False,FN,0
73,"Why We All Keep Nostalgically Yearning for 2016, for Some Mysterious Reason",why we all keep nostalgically yearning for 2016,sarcasm,1,1,1,1,0,1,1,0,-0.2737584114074707,0,0.000799536705017,0,0.0406800508499145,0,-0.2737584114074707,0.9692771434783936,0.0168471110512953,200.6428680419922,0.9166666666666666,0.9529476238027308,False,FN,0
74,"Transmission network already threatened by climate hazards, data shows, of course","transmission network already threatened by climate hazards, data shows",sarcasm,1,1,1,1,0,1,1,0,0.2445693612098693,1,0.2548320293426513,0,0.0497719645500183,0,0.2445693612098693,0.9882543087005616,0.5813189627146943,668.1825561523438,0.3636363636363636,0.4137633390684238,False,FN,0
75,How to Tell Whether Your Beach Is Actually Safe to Swim In (Without Learning the Hard Way),how to tell if your beach is safe to swim in,sarcasm,1,1,1,1,0,1,1,0,-0.1394880414009094,0,-0.0002296566963195,1,0.193372905254364,0,-0.1394880414009094,0.934011936187744,0.0129923677346776,25.66627311706543,0.8823529411764706,0.9218769096442146,False,FN,0
76,Forestry industry still unsure if it's included in national fuel plan,forest industry still uncertain if it will be included in national fuel plan,irony,0,0,0,0,0,1,0,0,0.0616564154624938,0,0.0184091329574584,0,0.0415204167366027,0,0.0616564154624938,0.939541220664978,0.3438931217657843,201.81773376464844,0.3846153846153846,0.6164394572628631,False,TN,1
77,"Marine carbon dioxide removal is a big idea - and with big hurdles, of course",marine carbon dioxide removal is a big idea,sarcasm,1,1,1,1,1,0,0,0,-0.048332393169403,0,-0.0006653070449829,1,0.1829429864883422,0,-0.048332393169403,0.9715445041656494,0.3505377780030811,193.32318115234372,0.5333333333333333,0.6309814524443175,False,FN,0
78,"Anxious, desensitised: How else do teens learn about news now?","anxious, desensitised: how teens learn about news",rhetorical_question,1,1,1,1,0,1,1,0,-0.7058448195457458,1,0.5246896743774414,0,0.0305251479148864,0,-0.7058448195457458,0.9672363996505736,0.2831941551089239,322.5361022949219,0.5,0.6933207046609321,False,FN,0
79,Analysts say (again) social media giants need to feel global pressure,analyst: social media giants need to feel global pressure,sarcasm,1,1,1,1,0,1,1,0,0.0156466364860534,0,-0.4782527685165405,1,0.154795229434967,0,0.0156466364860534,0.9526932239532472,0.6913086465463161,414.7581787109375,0.2727272727272727,0.2940881607282814,False,FN,0
80,Can scientists really resurrect the dodo? Inside another company that says it can,can scientists really resurrect the dodo?,sarcasm,1,1,1,1,1,0,0,1,0.3311943411827087,0,0.0269292593002319,1,0.1970500349998474,1,0.3311943411827087,0.9237794876098632,0.2476498688229712,544.1761474609375,0.6153846153846154,0.6950056186819291,False,TP,1
81,Somaliland called for extradition of Ilhan Omar: Another minor false report,somaliland calls for extradition of ilhan omar,understatement,1,1,1,1,1,0,0,0,-0.0490247011184692,0,-0.0234354734420776,0,0.0852162837982177,0,-0.0490247011184692,0.9364964365959167,0.0923208332741966,1922.5433349609373,0.7272727272727273,0.8500383052110659,False,FN,0
82,"Including online games in social media bans is definitely workable, necessary and would benefit young people",how to include online games in social media bans,satire,1,1,1,1,1,0,0,0,0.2353075742721557,0,0.0030823945999145,1,0.1651635766029358,0,0.2353075742721557,0.7826200723648071,0.2698643903177272,208.14578247070312,0.75,0.571418783685663,False,FN,0
83,Vibe coded applications full of non-vibey security blunders because of course it is.,vibe coded applications are full of non-vibey security blunders,irony,1,0,0,1,0,1,0,0,0.0425315499305725,1,0.6313048005104065,0,0.0195753574371337,0,0.0425315499305725,0.9709620475769044,0.3291467773009902,536.0238647460938,0.5384615384615384,0.6513730187353955,False,TN,1
