id,input,output,subtype,human_sarcasm_removed_1,human_sarcasm_removed_2,human_flipped_strict,human_flipped_lenient,meaning_change,human_meaning_preserved,human_strict_success,hard_flipped_roberta_twitter,flip_delta_roberta_twitter,hard_flipped_bert_kaggle,flip_delta_bert_kaggle,hard_flipped_roberta_news,flip_delta_roberta_news,hard_flipped,flip_delta,similarity,bleu,perplexity,edit_dist_norm,paraphrase_score,is_surface_edit,error_type,clf_correct
11,Smart mirror shows dumb Windows in elevator,smart mirror shows dumb windows in elevator,irony,0,0,0,0,0,1,0,0,-0.0221281051635742,0,0.0,0,0.0114860534667968,0,-0.0221281051635742,0.9999998807907104,0.2055668084502598,5363.2841796875,0.2857142857142857,0.7944330968459238,True,TN,1
12,"AIOps is so powerful, vendors are building tools to clean up after agents break your infrastructure","aiops is so powerful, vendors are building tools to clean up after agents break your infrastructure",sarcasm,0,0,0,0,0,1,0,0,-0.0069683790206909,0,0.0,0,-0.001339852809906,0,-0.0069683790206909,1.000000238418579,0.9306048591020996,317.3612670898437,0.0625,0.0693951408979003,True,TN,1
13,Google presses play on 30-second Gemini musical slop generator,google presses play button on 30-second gemini musical slop generator,overstatement,0,0,0,0,0,1,0,0,-0.0646948218345642,0,-0.0684979557991027,1,0.1672331094741821,0,-0.0646948218345642,0.9286152124404908,0.1535259783865636,1707.250244140625,0.3,0.7860486534059178,False,TN,1
14,Microsoft's Valentine's gift to admins: 6 exploited zero-day fixes,microsoft's valentine's day gift to admins: 6 exploited zero-day fixes,sarcasm,0,0,0,0,0,1,0,0,-0.0141970515251159,0,-0.0007754564285278,0,0.0036956071853637,0,-0.0141970515251159,0.994714856147766,0.6389431042462724,214.5886383056641,0.3,0.3591486581208281,False,TN,1
15,"Microsoft actually does something useful, adds Sysmon to Windows",microsoft adds sysmon to windows,sarcasm,1,1,1,1,0,1,1,0,0.0940250754356384,0,-0.3440920710563659,0,0.1423786282539367,0,0.0940250754356384,0.8494486808776855,0.0287095643160819,2161.349853515625,0.7777777777777778,0.8250613793408167,False,FN,0
16,"For once, Supermicro has dodged drama and just delivered datacenters",supermicro has delivered datacenters to datacenters in california,sarcasm,1,1,1,1,0,1,1,0,0.0039902329444885,0,-0.0276188850402832,1,0.1008611321449279,0,0.0039902329444885,0.7081484794616699,0.0506266712158436,250.12081909179688,0.9,0.6722972792199644,False,FN,0
17,"Firefox makes AI optional, like it probably should have been all along",fbi adds a new feature that makes AI optional,sarcasm,1,1,1,1,1,0,0,0,-0.0974597334861755,0,0.1833313703536987,0,0.1174063682556152,0,-0.0974597334861755,0.582434892654419,0.0363368457158421,345.2404479980469,1.0,0.5612710458205122,False,FN,0
18,Microsoft's 'atypical' emergency Windows patches are becoming awfully typical,microsoft's 'atypical' emergency windows patches are becoming more common,sarcasm,1,1,1,1,0,1,1,0,-0.0255269408226013,0,9.65595245361328e-06,1,0.0992330312728881,0,-0.0255269408226013,0.9827343225479126,0.1492372948004911,142.04681396484375,0.4444444444444444,0.8360737107432687,False,FN,0
19,Experiment suggests AI chatbot would save insurance agents a whopping 3 minutes a day,experiment suggests AI chatbot could save insurance agents a lot of time,overstatement,1,1,1,1,1,0,0,0,0.0115056633949279,0,0.0533035397529602,0,0.038949966430664,0,0.0115056633949279,0.9484014511108398,0.2595438849059675,278.40155029296875,0.5,0.7022496540390755,False,FN,0
20,The Rule Of Law Joins America’s Dead Pets On The Rainbow Bridge,the rule of law joins america's dead pets on the rainbow bridge,overstatement,0,0,0,0,0,1,0,0,-0.5397010445594788,0,-0.0001702904701232,0,0.2318501472473144,0,-0.5397010445594788,0.9968376159667968,0.0,457.60882568359375,1.0,0.9968376159667968,True,TN,1
21,ABA Politely Tells President He Can’t Insult Judges Because He Lost Bigly,afb tells president he can't insult judges because he lost bigly,understatement,0,0,0,0,0,1,0,0,-0.2129134535789489,1,0.2567048072814941,0,0.0766544938087463,0,-0.2129134535789489,0.7854772806167603,0.0,509.2976989746094,1.0,0.7854772806167603,False,TN,1
22,ICE Can Bust Into Houses Without Warrants Based On Memo So Cool And Legal They Keep It Hidden,ice can bust into houses without warrants,sarcasm,1,1,1,1,0,1,1,0,0.1110915541648864,0,0.2854511141777038,1,0.4367595911026001,0,0.1110915541648864,0.8437172770500183,0.0,823.9528198242188,1.0,0.8437172770500183,False,FN,0
23,Trump Wants To Regulate AI On A National Basis — Because What Could Go Wrong There?,donald trump wants to regulate artificial intelligence on a national basis,rhetorical_question,1,1,1,1,0,1,1,0,-0.8099759221076965,0,0.0008450150489807,0,0.1361408829689026,0,-0.8099759221076965,0.840608537197113,0.0,124.48578643798828,1.0,0.840608537197113,False,FN,0
24,Maybe That Whole ‘Vetting’ Thing Is Actually A Pretty Big Deal,maybe that whole 'vetting' thing is actually a pretty big deal,sarcasm,0,0,0,0,0,1,0,0,-0.1915185451507568,0,0.0027881860733032,1,0.1660472750663757,0,-0.1915185451507568,0.994388222694397,0.0,26.724912643432617,1.0,0.994388222694397,True,TN,1
25,Trump Defends Sacred Right To Starve Kids For Separation Of Powers,donald trump defends sacred right to starve kids for separation of powers,satire,0,0,0,0,0,1,0,0,-0.1005623936653137,1,0.468173623085022,0,0.0907660126686096,0,-0.1005623936653137,0.9805517196655272,0.0,689.6007080078125,1.0,0.9805517196655272,False,TN,1
26,The 4th TikTok Delay Is The Charm!,the 4th TikTok delay,sarcasm,1,1,1,1,0,1,1,0,-0.123994767665863,0,-0.0063377618789672,0,0.0280059576034545,0,-0.123994767665863,0.8923302888870239,0.0802571672892895,9367.79296875,0.7142857142857143,0.820714387614518,False,FN,0
27,Kash Patel Makes FBI Great Again By Getting It Sued,kash patel sued by fbi,sarcasm,1,1,1,1,1,0,0,0,0.3812769055366516,0,0.3244285583496094,1,0.3808444738388061,0,0.3812769055366516,0.905391275882721,0.0,2009.8155517578125,1.0,0.905391275882721,False,FN,0
28,"Surprise, Surprise, The TikTok Ban Is Delayed A Third Time",the tiktok ban has been delayed for a third time,sarcasm,1,1,1,1,0,1,1,0,-0.0702427625656127,0,0.0048521757125854,0,0.0752052068710327,0,-0.0702427625656127,0.9477123618125916,0.0,112.68717956542967,1.0,0.9477123618125916,False,FN,0
29,"ICE Arrests Newark Mayor For … Ummm, Body Slam?",ice arrests newark mayor for body slam,irony,1,1,1,1,0,1,1,0,-0.3499438166618347,0,-0.0041351914405822,0,0.2395951151847839,0,-0.3499438166618347,0.9186163544654846,0.0,2767.797119140625,1.0,0.9186163544654846,False,FN,0
30,Trump Dumps Ed Martin In Favor Of ‘Shit Sandwich Senate Will Eat’,donald trump dumps ed martin in favor of 'shit sandwich sandwich',sarcasm,0,0,0,0,1,0,0,0,-0.2650352120399475,1,0.4942333698272705,0,0.1222081780433654,0,-0.2650352120399475,0.8518815636634827,0.0,790.3770751953125,1.0,0.8518815636634827,False,TN,1
31,Even Alan Dershowitz Thinks Trump’s Latest Idea Is Unconstitutional,even alan dershowitz thinks donald trump's latest idea is unconstitutional,irony,0,0,0,0,0,1,0,0,-0.3624206781387329,0,0.0048528909683227,0,0.1040485501289367,0,-0.3624206781387329,0.9887641668319702,0.0,369.1168518066406,1.0,0.9887641668319702,False,TN,1
32,"Perhaps The Greatest Stock Market Correction Ever, Truly Terrific, Remember To Thank Your FAVORITE PRESIDENT!",maybe the greatest stock market correction ever,sarcasm,1,1,1,1,0,1,1,0,-0.8094817996025085,0,-0.0198546648025512,1,0.3273212909698486,0,-0.8094817996025085,0.7018406391143799,0.0,149.6464385986328,1.0,0.7018406391143799,False,FN,0
33,Pam Bondi’s Brother And Ed Martin’s Assistant Running To Lead D.C. Bar… No Way This Is A Bad Idea!,pam bondi's brother and ed martin's assistant running to lead d.c. bar,sarcasm,1,1,1,1,0,1,1,0,-0.534983217716217,0,0.2219606637954712,0,0.0067618489265441,0,-0.534983217716217,0.8685638904571533,0.0,521.623779296875,1.0,0.8685638904571533,False,FN,0
34,God squad' waives animal protections to expand oil drilling in Gulf of Mexico,'god squad' waives animal protections to expand oil drilling in gulf of mexico,satire,0,0,0,0,0,1,0,0,0.0547072291374206,0,0.026899516582489,0,0.0259932279586792,0,0.0547072291374206,0.9911282658576964,0.6652049901111008,757.1304931640625,0.2307692307692307,0.331824797568995,True,TN,1
35,Fewer heat-related deaths in 2025; warmest summer ever packing less heat?,fewer heat-related deaths than deaths in 2025,rhetorical_question,1,1,1,1,0,1,1,0,-0.4406877756118774,0,-0.1242471933364868,1,0.1416019797325134,0,-0.4406877756118774,0.8800901770591736,0.051915819726089,146.0848388671875,0.8181818181818182,0.8343995740842677,False,FN,0
36,Comedians tell ministers lack of funding is no laughing matter,comedians tell ministers lack of funding is no laughing matter,irony,0,0,0,0,0,1,0,0,0.009900689125061,0,0.0,0,0.0307977795600891,0,0.009900689125061,1.0000001192092896,0.8801117367933934,698.3126220703125,0.1,0.1198882632066066,True,TN,1
37,"Meta knowingly harmed children's mental health, US jury finally decides in landmark ruling",u.s. jury finds meta harmed children's mental health,sarcasm,1,1,1,1,0,1,1,0,0.0322737097740173,0,0.0275794267654418,0,0.2143682837486267,0,0.0322737097740173,0.8489089012145996,0.0790698882719093,411.553466796875,0.9230769230769232,0.781785769242532,False,FN,0
38,"Trump’s FBI Pick Has Some, Erm, Interesting Entries On His Resume",donald trump's fbi pick has some interesting entries on his resume,irony,1,1,1,1,0,1,1,0,-0.4214118719100952,0,0.039483368396759,0,0.1866165399551391,0,-0.4214118719100952,0.9733744859695436,0.0,326.5263977050781,1.0,0.9733744859695436,False,FN,0
39,Alina Habba Did What She Does Best (Lie),alina habba did what she does best,sarcasm,1,1,1,1,1,0,0,0,-0.5944563150405884,0,-0.0151350498199462,0,0.0606196522712707,0,-0.5944563150405884,0.9137172698974608,0.0,170.68936157226562,1.0,0.9137172698974608,False,FN,0
40,"New year, new bug – rivalry between devs led to a deep-code disaster","new year, new bug",understatement,0,0,0,0,1,0,0,1,0.5139936804771423,0,-0.7527482509613037,1,0.2038152813911438,1,0.5139936804771423,0.5077078938484192,0.0419104590643979,900.1949462890625,0.7692307692307693,0.4864296229466133,False,FP,0
41,Microsoft puts the 'why?' in Wi-Fi with latest Windows patch,microsoft puts the 'why?' in wi-fi with latest windows patch,sarcasm,0,0,0,0,0,1,0,0,-0.0932258367538452,0,0.0,1,0.1081357598304748,0,-0.0932258367538452,1.0,0.3246679154750989,580.5910034179688,0.3,0.6753320845249011,True,TN,1
42,End of Windows 10 support is the perfect time for the Windows 11 installer to fail,the end of windows 10 support is the perfect time for the windows 11 installer to fail,sarcasm,0,0,0,0,0,1,0,0,0.0501945614814758,0,0.0024769306182861,0,0.023116111755371,0,0.0501945614814758,0.9855762720108032,0.5749089871602278,102.2605972290039,0.2352941176470588,0.4189596156999192,False,TN,1
43,PLACEHOLDER ONLY Someone please write witty headline here,PLACEHOLDER: if someone wrote a witty headline here,irony,0,0,0,0,1,0,0,0,0.0012347698211669,0,0.3609251379966736,0,-0.0027132630348205,0,0.0012347698211669,0.8427044153213501,0.1374708101760565,227.77549743652344,0.625,0.7268571566081842,False,TN,1
44,"Caffeine pouch craze: A teenage trend, unsurprisingly, troubling some experts",caffeine pouch craze is growing among teenagers,sarcasm,1,1,1,1,0,1,1,0,-0.1692485213279724,0,0.0018218755722045,1,0.2733018398284912,0,-0.1692485213279724,0.9469892978668212,0.0215181025019712,583.840576171875,0.9,0.9266118850870532,False,FN,0
45,Union and government to restart talks on ending doctor dispute (again),union and government to resume talks on ending doctor's doctor dispute,irony,1,1,1,1,0,1,1,0,-0.1349002718925476,0,-0.0913436412811279,0,-0.1993042230606079,0,-0.1349002718925476,0.9426950216293336,0.1782753104279625,332.1565246582031,0.3636363636363636,0.7746357740094693,False,FN,0
46,"Nasa's mega Moon rocket arrives at launch pad for Artemis II mission, hopefully to launch",nasa's mega moon rocket arrives at launch pad for artemis II mission,irony,1,1,1,1,0,1,1,0,-0.2115980982780456,0,-0.1420890688896179,0,-0.0386244654655456,0,-0.2115980982780456,0.9746044278144836,0.3491665073071338,688.1163330078125,0.4666666666666667,0.6343052037484328,False,FN,0
47,Can plastic-eating fungi help clean up nappy waste? We sure hope so.,can plastic-eating fungi help clean up nappy waste?,understatement,1,1,1,1,0,1,1,1,0.3263921737670898,0,-0.0337386727333068,1,0.1748242974281311,1,0.3263921737670898,0.989650547504425,0.510029457493824,411.5805358886719,0.4166666666666667,0.4848996156522772,False,TP,1
48,"COP30: Trump and many leaders are skipping it, so does it matter?",COP30: donald trump and many leaders are skipping it,rhetorical_question,1,1,1,1,0,1,1,0,-0.5988675355911255,0,0.0160238146781921,0,0.0090548396110534,0,-0.5988675355911255,0.8996409177780151,0.3478700554542393,1024.8094482421875,0.5,0.5866827818216742,False,FN,0
49,Labour wants to shake up the police – because that always works perfectly,labour wants to shake up the police force,sarcasm,1,1,1,1,0,1,1,0,0.0753443837165832,0,0.0021467804908752,1,0.1901707053184509,0,0.0753443837165832,0.8921118974685669,0.3641784587358345,81.32563781738281,0.5384615384615384,0.5672239616285634,False,FN,0
50,Nasa announces change to its Moon landing plans - again,nasa announces change to lunar landing plans,irony,1,1,1,1,0,1,1,0,0.0630512833595275,0,-0.1924688816070556,1,0.0987409353256225,0,0.0630512833595275,0.9574579000473022,0.1339142479565043,568.093017578125,0.5,0.8292406454124539,False,FN,0
51,Is fuel support really going to the right places for once?,fuel support isn't going to the right places,sarcasm,1,1,1,1,0,1,1,0,0.0120369791984558,0,0.0028107166290283,0,0.0109490156173706,0,0.0120369791984558,0.8601062297821045,0.4086646502016564,64.91362762451172,0.3636363636363636,0.5086112182519352,False,FN,0
52,"Finally, the clitoris is getting the attention it deserves",clitoris gets the attention it deserves,irony,1,1,1,1,0,1,1,0,0.0313568115234375,0,-0.6320348381996155,0,-0.0005109906196594,0,0.0313568115234375,0.9205113649368286,0.3258798048281462,195.408935546875,0.4444444444444444,0.6205353009891245,False,FN,0
53,Why is gaming becoming so expensive? The answer is found in AI... again,why is gaming becoming so expensive?,sarcasm,1,1,1,1,0,1,1,1,0.2368154525756836,0,-0.0012723803520202,0,0.026153564453125,1,0.2368154525756836,0.857089638710022,0.2366152821572647,95.7791976928711,0.6153846153846154,0.654289132012582,False,TP,1
54,Milan Protesters Rally Against an Environmentally and Economically “Totally Sustainable” Winter Olympics,milan protesters rally against environmentally and economically sustainable winter olympics,sarcasm,0,0,0,0,1,0,0,0,-0.0771584510803222,0,-0.015345811843872,0,0.1450585126876831,0,-0.0771584510803222,0.9889471530914308,0.0172795914295004,526.8662719726562,0.9166666666666666,0.9718585503406432,False,TN,1
55,Just a Reminder: Racism is not rivalry. It is a crime,just a reminder: racism is not rivalry,sarcasm,0,0,0,0,0,1,0,0,-0.1186869144439697,0,-0.0014238357543945,1,0.1933373212814331,0,-0.1186869144439697,0.930699586868286,0.0436558267026263,301.14776611328125,0.7272727272727273,0.8900691269917583,False,TN,1
56,"In a Shocking Twist, an Italian Court Says Netflix Can’t Just Raise Prices However It Wants—and Orders Refunds",italian court rules Netflix can't raise its prices however it wants,sarcasm,1,1,1,1,0,1,1,0,-0.4920164942741394,0,-0.112430453300476,0,0.1175293326377868,0,-0.4920164942741394,0.900662899017334,0.00997584031837,222.59703063964844,0.9444444444444444,0.8916780297560568,False,FN,0
57,"SpaceX delays next Starship test launch by a month, because of course it does, Musk says",spacex delays next starship launch launch by a month,sarcasm,1,1,1,1,0,1,1,0,0.1255944371223449,0,-0.4730464220046997,0,0.1224637627601623,0,0.1255944371223449,0.827583909034729,0.0685634671406081,1987.4635009765625,0.6875,0.7708418868815303,False,FN,0
58,How to survive relatives when they ask personal questions you don't want to answer,how to survive when relatives ask personal questions you don't want to answer,overstatement,0,0,0,0,0,1,0,0,0.0115448832511901,0,0.0001510381698608,0,0.0018278360366821,0,0.0115448832511901,0.98919939994812,0.5926680740592497,63.39886474609375,0.2142857142857142,0.4029324967203023,False,TN,1
59,"Rising fuel costs drives changes in driving lessons, surprising none",rising fuel costs drive changes in driving lessons,sarcasm,1,1,1,1,0,1,1,0,-0.0103489160537719,0,0.1647024154663086,1,0.1854994297027588,0,-0.0103489160537719,0.9679861068725586,0.1346238089016021,898.3707885742188,0.5,0.8376721302015415,False,FN,0
60,"Faced with new energy shock, Europe finally asks if reviving nuclear is the answer","confronted with new energy shock, europe asks if reviving nuclear power is the answer",sarcasm,1,1,1,1,0,1,1,0,-0.0281834602355957,0,0.0009698867797851,0,-0.0237075686454772,0,-0.0281834602355957,0.9642553329467772,0.4374811431224644,189.5195159912109,0.2857142857142857,0.5424118076272887,False,FN,0
61,"Claude Code users hitting usage limits 'way faster than expected', expectedly",machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj machiaj,sarcasm,0,0,0,0,1,0,0,1,0.7690921425819397,0,-0.3022646307945251,0,-0.1111052632331848,1,0.7690921425819397,0.0664038434624672,0.0,1.425406575202942,1.0,0.0664038434624672,False,FP,0
62,Thousands lose their jobs in unseen deep cuts at tech giant Oracle,thousands lose jobs amid cuts at tech giant oracle,irony,1,1,1,1,0,1,1,0,-0.0076091885566711,0,0.3521494269371032,0,-0.0592275261878967,0,-0.0076091885566711,0.8963831067085266,0.236682065782701,1307.9915771484375,0.5,0.6842253012800372,False,FN,0
63,What could six fictional voters teach us about how social media really works? Subscrible to find out,what six fictional voters can teach us about social media,sarcasm,1,1,1,1,0,1,1,0,-0.7287892699241638,0,0.0048412084579467,0,0.0586899518966674,0,-0.7287892699241638,0.9384908080101012,0.0991194138868213,349.7697448730469,0.5882352941176471,0.8454681491819707,False,FN,0
64,"First stop, the Moon. Next stop, Mars? Why Nasa's mission (probably) matters","first stop: moon, next stop: mars",sarcasm,1,1,1,1,0,1,1,0,0.1423978209495544,0,-0.0791372060775756,1,0.1784581542015075,0,0.1423978209495544,0.8234445452690125,0.0,170.93966674804688,1.0,0.8234445452690125,False,FN,0
65,Who knew Lord Sugar is a table tennis fan? Not us,who knew lord sugar is a table tennis fan?,sarcasm,1,1,1,1,0,1,1,1,0.1447626948356628,0,-0.0345863103866577,0,0.0460114479064941,1,0.1447626948356628,0.9576270580291748,0.3740548510898886,1207.495849609375,0.4545454545454545,0.5994220114384237,False,TP,1
66,Your Daily Reminder: 'Women's health must be taken more seriously',your daily reminder: women's health needs to be taken more seriously,sarcasm,0,0,0,0,0,1,0,0,-0.0124369263648986,0,0.0554865598678588,1,0.1977898478507995,0,-0.0124369263648986,0.9713913202285768,0.1002515743147813,32.200103759765625,0.6363636363636364,0.874007811099948,False,TN,1
67,Lab-grown food pipe offers (non-pipe) dream for young patients... hopefully,lab-grown food pipe offers dream to young patients,sarcasm,1,1,1,1,0,1,1,0,-0.020661175251007,0,-0.8712729215621948,0,-0.0243474245071411,0,-0.020661175251007,0.9627861976623536,0.1216463434570765,1933.4927978515625,0.5,0.8456667771857861,False,FN,0
68,"Another 58 babies lost to poor NHS care, BBC finds",bbc finds another 58 babies lost to poor health care,sarcasm,0,0,0,0,0,1,0,0,-0.1817495822906494,0,-0.5346906185150146,0,0.0853090286254882,0,-0.1817495822906494,0.9463708400726318,0.4111336169005197,799.54052734375,0.7,0.5572859736643874,False,TN,1
69,Surprise! Sleep has effects that extend far beyond the private sphere',sleep effects extend beyond the privatesphere,sarcasm,1,1,1,1,0,1,1,1,0.4001496434211731,0,0.0572578907012939,1,0.1798934340476989,1,0.4001496434211731,0.9053127765655518,0.0446197676448476,533.6592407226562,0.6363636363636364,0.8649179308292849,False,TP,1
70,Racist backlash against newly elected French officials... again,racist backlash against newly elected french officials,sarcasm,1,1,1,1,0,1,1,0,0.00891774892807,0,-0.0005909800529479,0,0.0241159796714782,0,0.00891774892807,0.96489816904068,0.3564026463354183,1642.8560791015625,0.5,0.6210059081503817,False,FN,0
71,Tax reassessments finally target wealthy French who pay no income tax,tax reassessments target wealthy french who pay no income tax,sarcasm,1,1,1,1,0,1,1,0,0.0475519895553588,0,0.1239749789237976,0,0.153094470500946,0,0.0475519895553588,0.9725668430328368,0.4226839216341241,427.99462890625,0.2727272727272727,0.5614784757683977,False,FN,0
